"EID","TYPECODE","DJDATE","IFHOME"
"s426485","5268472","2015-05","1"
"s426485","4089998","2014-04","1"
"s59494","3215424","2013-12","0"
"s59494","4023772","2014-02","0"
"s508010","2979265","2013-09","0"
"s508010","3049110","2013-10","0"
"s508010","4887569","2014-12","0"
"s508010","3158411","2013-11","0"
"s508010","3153788","2013-11","1"
"s508010","4747458","2014-11","0"
"s508010","5614612","2015-07","0"
"s508010","3117675","2013-11","0"
"s508010","3135332","2013-11","0"
"s508010","3019305","2013-09","0"
"s508010","4293512","2014-06","0"
"s508010","4775035","2014-11","0"
"s508010","5614828","2015-07","0"
"s508010","4995983","2015-02","0"
"s508010","4781251","2014-11","1"
"s508010","5322779","2015-05","0"
"s508010","4655749","2014-10","0"
"s508010","4926503","2015-01","0"
"s508010","3969533","2014-01","0"
"s508010","5171274","2015-04","1"
"s508010","4409698","2014-07","0"
"s508010","5494960","2015-07","1"
"s508010","4407349","2014-07","1"
"s508010","5175746","2015-04","1"
"s508010","4495141","2014-08","0"
"s508010","5555926","2015-07","1"
"s508010","4707498","2014-11","0"
"s508010","5572624","2015-07","0"
"s508010","4888031","2014-12","0"
"s508010","5677765","2015-08","1"
"s508010","4966967","2015-01","1"
"s508010","3980186","2014-01","0"
"s508010","5143655","2015-03","0"
"s508010","4080783","2014-04","1"
"s508010","4081154","2014-04","0"
"s508010","5411424","2015-06","0"
"s508010","5008174","2015-02","1"
"s508010","4814367","2014-12","0"
"s508010","4400238","2014-07","1"
"s508010","5339277","2015-05","1"
"s508010","4047207","2014-03","0"
"s508010","4697770","2014-11","0"
"s508010","5697277","2015-08","0"
"s508010","4033965","2014-02","1"
"s508010","3994072","2014-01","1"
"s508010","4267751","2014-06","0"
"s508010","4061785","2014-03","0"
"s508010","4832745","2014-12","1"
"s508010","4910471","2015-01","0"
"s508010","4304379","2014-07","0"
"s508010","4775482","2014-11","0"
"s508010","4497973","2014-08","1"
"s508010","5660046","2015-08","1"
"s508010","4409697","2014-07","0"
"s508010","4104877","2014-04","1"
"s508010","4432523","2014-08","0"
"s508010","4068059","2014-03","0"
"s508010","5175728","2015-04","1"
"s508010","4519592","2014-09","0"
"s508010","5663880","2015-08","0"
"s508010","3027608","2013-09","0"
"s508010","4676296","2014-10","0"
"s329245","4131037","2014-04","0"
"s310293","4404257","2014-07","1"
"s310293","4297877","2014-06","1"
"s389432","4047800","2014-03","0"
"s389432","4071927","2014-03","0"
"s263331","5445095","2015-06","0"
"s32962","5035437","2015-03","0"
"s32962","5477115","2015-06","0"
"s451993","3060143","2013-10","0"
"s451993","3070072","2013-10","0"
"s451993","5230853","2015-04","0"
"s451993","4275978","2014-06","0"
"s451993","5226098","2015-04","0"
"s336949","5434222","2015-06","1"
"s336949","5146940","2015-03","1"
"s336949","4894480","2014-12","1"
"s336949","4229464","2014-06","1"
"s336949","5501805","2015-07","1"
"s336949","5198154","2015-04","1"
"s336949","4656988","2014-10","1"
"s336949","5574195","2015-07","1"
"s187045","4012989","2014-02","1"
"s486504","3062140","2013-10","0"
"s486504","5778032","2015-08","0"
"s486504","4335406","2014-07","0"
"s486504","5432889","2015-06","0"
"s124532","3114681","2013-11","0"
"s124532","3121426","2013-11","0"
"s124532","4069324","2014-03","0"
"s281988","5215969","2015-04","1"
"s70931","3027098","2013-09","1"
"s70931","4456025","2014-08","1"
"s142665","4513530","2014-09","1"
"s142665","4425848","2014-08","1"
"s440492","4801471","2014-12","1"
"s71064","5010674","2015-02","1"
"s322877","2972658","2013-09","1"
"s322877","4008361","2014-01","1"
"s322877","4241204","2014-06","1"
"s322877","4208980","2014-04","1"
"s322877","4308296","2014-07","1"
"s322877","4199763","2014-05","1"
"s322877","4308797","2014-07","1"
"s322877","4517347","2014-09","1"
"s322877","4198145","2014-05","1"
"s322877","4198743","2014-05","1"
"s322877","4104318","2014-04","1"
"s322877","4821970","2014-12","1"
"s322877","4224659","2014-06","1"
"s322877","4443530","2014-08","1"
"s322877","4240396","2014-06","1"
"s322877","4451771","2014-08","1"
"s322877","4303435","2014-07","1"
"s322877","4279890","2014-06","1"
"s322877","4197349","2014-05","1"
"s322877","4836306","2014-12","1"
"s322877","4270539","2014-06","1"
"s322877","4104474","2014-04","1"
"s322877","4312190","2014-07","1"
"s322877","4197877","2014-05","1"
"s322877","4279489","2014-06","1"
"s322877","4316343","2014-07","1"
"s322877","4067064","2014-03","1"
"s322877","4274210","2014-06","1"
"s322877","4205514","2014-04","1"
"s322877","5622573","2015-07","1"
"s322877","4315037","2014-07","1"
"s322877","4309195","2014-07","1"
"s322877","5769556","2015-08","1"
"s322877","4025759","2014-02","1"
"s322877","4208964","2014-04","1"
"s322877","4132497","2014-04","1"
"s322877","4153360","2014-05","1"
"s322877","4104017","2014-04","1"
"s322877","4199584","2014-05","1"
"s322877","4239502","2014-06","1"
"s322877","4007676","2014-01","1"
"s322877","4412385","2014-08","1"
"s322877","4198109","2014-05","1"
"s322877","4197615","2014-05","1"
"s322877","4210949","2014-05","1"
"s322877","5492855","2015-07","1"
"s322877","5554008","2015-07","1"
"s322877","4106917","2014-04","1"
"s322877","4007673","2014-01","1"
"s322877","4363458","2014-07","1"
"s322877","4375912","2014-07","1"
"s322877","4331317","2014-07","1"
"s322877","4239505","2014-06","1"
"s322877","4217644","2014-06","1"
"s322877","4103338","2014-04","1"
"s322877","4104279","2014-04","1"
"s322877","4198986","2014-05","1"
"s322877","5010383","2015-02","1"
"s322877","4267392","2014-06","1"
"s322877","4636024","2014-10","1"
"s322877","4199324","2014-05","1"
"s322877","4375913","2014-07","1"
"s322877","4199541","2014-05","1"
"s322877","4747708","2014-11","1"
"s322877","4835792","2014-12","1"
"s322877","4865538","2014-12","1"
"s322877","4205808","2014-04","1"
"s363799","4085429","2014-04","1"
"s500392","5310012","2015-05","0"
"s500392","5258391","2015-05","0"
"s215754","3054762","2013-10","1"
"s449650","3988317","2014-01","0"
"s449650","3021119","2013-09","0"
"s449650","5006663","2015-02","0"
"s449650","5295869","2015-05","0"
"s449650","3047031","2013-10","0"
"s449650","3130986","2013-11","0"
"s449650","5277080","2015-05","0"
"s449650","5233480","2015-04","0"
"s449650","4901492","2015-01","0"
"s449650","4915774","2015-01","0"
"s449650","5158031","2015-04","0"
"s449650","5141203","2015-03","0"
"s449650","4350998","2014-07","1"
"s449650","5720395","2015-08","1"
"s449650","4607603","2014-10","1"
"s449650","5295408","2015-05","0"
"s449650","4228351","2014-06","1"
"s449650","4123395","2014-04","1"
"s449650","4645127","2014-10","0"
"s449650","3972330","2014-01","0"
"s449650","5708113","2015-08","1"
"s449650","5133646","2015-03","0"
"s449650","4832391","2014-12","0"
"s449650","5720395","2015-08","1"
"s449650","5708113","2015-08","1"
"s13297","4196997","2014-05","1"
"s321506","3077708","2013-10","1"
"s321506","5019449","2015-02","1"
"s426617","5596165","2015-07","1"
"s182171","4001033","2014-01","1"
"s333833","4861164","2014-12","1"
"s356615","3047138","2013-10","0"
"s356615","4388066","2014-07","0"
"s356615","3984991","2014-01","0"
"s356615","5474465","2015-06","0"
"s356615","4033483","2014-02","0"
"s495642","3222408","2013-12","1"
"s445890","4848164","2014-12","1"
"s445890","4848152","2014-12","1"
"s20012","5779729","2015-08","1"
"s20012","5231789","2015-04","1"
"s20012","5273269","2015-05","1"
"s20012","5692121","2015-08","1"
"s20012","5282139","2015-05","1"
"s128231","4208873","2014-04","1"
"s128231","4374269","2014-07","1"
"s401506","3055113","2013-10","1"
"s295082","4582788","2014-09","0"
"s510342","5573908","2015-07","1"
"s166984","4289439","2014-06","0"
"s108966","4755631","2014-11","0"
"s132414","4189423","2014-05","1"
"s512441","4434414","2014-08","1"
"s67495","5758761","2015-08","1"
"s85627","3062029","2013-10","1"
"s312766","3124629","2013-11","0"
"s312766","3013385","2013-09","0"
"s312766","3101505","2013-11","1"
"s312766","4754116","2014-11","1"
"s312766","4644587","2014-10","1"
"s312766","4129502","2014-04","1"
"s442816","4400184","2014-07","0"
"s7962","3229842","2013-12","1"
"s7962","4003956","2014-01","1"
"s7962","4747989","2014-11","1"
"s7962","4895002","2014-12","1"
"s475247","4102407","2014-04","1"
"s61502","3069235","2013-10","1"
"s61502","4466005","2014-08","1"
"s61502","4326804","2014-07","1"
"s61502","4205765","2014-04","1"
"s61502","5146124","2015-03","1"
"s36191","4051442","2014-03","0"
"s36191","4475026","2014-08","0"
"s36191","5487361","2015-06","0"
"s36191","4052217","2014-03","0"
"s269188","5526434","2015-07","1"
"s269188","4396908","2014-07","1"
"s269188","5518254","2015-07","1"
"s269188","5483664","2015-06","1"
"s5371","4987245","2015-02","1"
"s5371","5480625","2015-06","1"
"s5371","5480625","2015-06","1"
"s5371","4987245","2015-02","1"
"s286603","5169401","2015-04","1"
"s70236","3108925","2013-11","1"
"s70236","5440058","2015-06","1"
"s70236","4762781","2014-11","1"
"s70236","4762256","2014-11","1"
"s391828","3239152","2013-12","1"
"s470369","5032061","2015-02","1"
"s434148","5299561","2015-05","1"
"s364033","3055052","2013-10","0"
"s13390","3229612","2013-12","0"
"s13390","3237400","2013-12","0"
"s199047","3222408","2013-12","1"
"s72167","5361340","2015-06","1"
"s486075","5270638","2015-05","0"
"s403174","5727681","2015-08","1"
"s320439","4925712","2015-01","0"
"s278903","5097315","2015-03","1"
"s234425","4641273","2014-10","0"
"s230393","3077815","2013-10","1"
"s100074","2976417","2013-09","1"
"s100074","4106351","2014-04","1"
"s107705","4161018","2014-05","1"
"s107705","4161022","2014-05","1"
"s107705","4161032","2014-05","1"
"s443330","3222408","2013-12","1"
"s309534","5273227","2015-05","1"
"s127095","4590146","2014-09","1"
"s127095","4008272","2014-01","1"
"s127095","3979956","2014-01","1"
"s178874","5345186","2015-05","0"
"s279110","3222408","2013-12","1"
"s190456","2994827","2013-09","0"
"s190456","2976331","2013-09","0"
"s190456","4924313","2015-01","0"
"s190456","5656791","2015-08","1"
"s190456","5585530","2015-07","1"
"s190456","5639096","2015-07","0"
"s190456","5458340","2015-06","0"
"s190456","4742594","2014-11","0"
"s190456","5462198","2015-06","0"
"s190456","4474063","2014-08","0"
"s190456","5214302","2015-04","0"
"s190456","4114200","2014-04","1"
"s190456","5401313","2015-06","0"
"s190456","5458316","2015-06","0"
"s190456","5429657","2015-06","0"
"s190456","4888646","2014-12","0"
"s190456","4526028","2014-09","0"
"s190456","4069012","2014-03","1"
"s191466","4920501","2015-01","1"
"s103782","3068519","2013-10","1"
"s103782","5569002","2015-07","1"
"s103782","4205424","2014-04","1"
"s103782","4384545","2014-07","1"
"s103782","4451517","2014-08","1"
"s103782","4345992","2014-07","1"
"s103782","4400577","2014-07","1"
"s103782","4348147","2014-07","1"
"s103782","4752396","2014-11","1"
"s103782","4399498","2014-07","1"
"s103782","4205863","2014-04","1"
"s103782","4029818","2014-02","1"
"s103782","4306920","2014-07","1"
"s103782","4735319","2014-11","1"
"s103782","4956217","2015-01","1"
"s103782","4197581","2014-05","1"
"s103782","4683127","2014-10","1"
"s103782","5346849","2015-05","1"
"s103782","4949209","2015-01","1"
"s103782","4336655","2014-07","1"
"s103782","5479472","2015-06","1"
"s103782","3981474","2014-01","1"
"s103782","5660551","2015-08","1"
"s103782","5201941","2015-04","1"
"s515937","3048240","2013-10","0"
"s515937","3189088","2013-12","0"
"s515937","4780145","2014-11","1"
"s515937","4214686","2014-05","0"
"s165104","5169401","2015-04","1"
"s417842","3233895","2013-12","1"
"s417842","3222408","2013-12","1"
"s417842","4423427","2014-08","1"
"s269853","5644079","2015-07","1"
"s269853","4832777","2014-12","1"
"s59068","5549214","2015-07","1"
"s201297","4616986","2014-10","1"
"s7600","4008033","2014-01","1"
"s204130","4809769","2014-12","0"
"s299531","4553390","2014-09","1"
"s400851","3198278","2013-12","1"
"s400851","4812547","2014-12","0"
"s400851","5463706","2015-06","1"
"s400851","4196394","2014-05","1"
"s400851","4991987","2015-02","0"
"s400851","5101104","2015-03","0"
"s400851","4679912","2014-10","1"
"s400851","5751117","2015-08","1"
"s400851","4507092","2014-09","0"
"s400851","3198278","2013-12","1"
"s400851","4679912","2014-10","1"
"s400851","4991987","2015-02","0"
"s400851","4812547","2014-12","0"
"s400851","5463706","2015-06","1"
"s400851","5101104","2015-03","0"
"s400851","5751117","2015-08","1"
"s400851","4507092","2014-09","0"
"s400851","4196394","2014-05","1"
"s506400","4315224","2014-07","1"
"s506400","5274903","2015-05","1"
"s506400","4376262","2014-07","1"
"s506400","4149988","2014-05","1"
"s506400","5274897","2015-05","1"
"s506400","4385733","2014-07","1"
"s506400","5748103","2015-08","0"
"s506400","4156791","2014-05","1"
"s506400","4685173","2014-10","1"
"s506400","4301899","2014-07","1"
"s506400","4051670","2014-03","1"
"s506400","5658743","2015-08","1"
"s222524","5108565","2015-03","1"
"s222524","3066747","2013-10","0"
"s222524","3188018","2013-12","0"
"s222524","2985388","2013-09","0"
"s222524","5338444","2015-05","0"
"s222524","4022105","2014-02","0"
"s222524","4072594","2014-03","0"
"s222524","5330616","2015-05","0"
"s222524","3991164","2014-01","0"
"s222524","4709236","2014-11","0"
"s222524","5015317","2015-02","0"
"s222524","4401274","2014-07","0"
"s222524","4764399","2014-11","0"
"s222524","4623923","2014-10","0"
"s222524","4194993","2014-05","0"
"s222524","4487534","2014-08","0"
"s222524","4453957","2014-08","0"
"s222524","4313292","2014-07","0"
"s222524","4288542","2014-06","0"
"s222524","4710764","2014-11","0"
"s222524","5745674","2015-08","0"
"s222524","5780471","2015-08","0"
"s222524","4171630","2014-05","0"
"s222524","5175014","2015-04","0"
"s222524","5098813","2015-03","0"
"s222524","5134248","2015-03","0"
"s222524","4735675","2014-11","0"
"s222524","5763009","2015-08","0"
"s66125","3222408","2013-12","1"
"s66125","4612922","2014-10","0"
"s66125","5281166","2015-05","0"
"s66125","5748019","2015-08","1"
"s66125","4510302","2014-09","1"
"s66125","5316580","2015-05","1"
"s66125","5402055","2015-06","1"
"s66125","5105234","2015-03","1"
"s66125","3983117","2014-01","1"
"s66125","4153069","2014-05","1"
"s66125","4371365","2014-07","1"
"s66125","4194362","2014-05","1"
"s66125","5555429","2015-07","1"
"s66125","3031006","2013-09","1"
"s66125","4957028","2015-01","1"
"s365874","3074769","2013-10","1"
"s9823","4267960","2014-06","1"
"s455835","4041661","2014-03","1"
"s455835","4400340","2014-07","1"
"s455835","5214737","2015-04","1"
"s455835","4400239","2014-07","1"
"s19779","5279624","2015-05","1"
"s377609","4838565","2014-12","0"
"s188728","3194128","2013-12","1"
"s188728","4933080","2015-01","1"
"s188728","3977164","2014-01","1"
"s48525","4869903","2014-12","1"
"s48525","4895002","2014-12","1"
"s165706","2977731","2013-09","0"
"s262845","3162235","2013-11","0"
"s262845","3142194","2013-11","0"
"s262845","2991996","2013-09","0"
"s262845","3015444","2013-09","0"
"s262845","4798444","2014-12","0"
"s262845","4032444","2014-02","0"
"s262845","4390224","2014-07","0"
"s262845","5168726","2015-04","0"
"s262845","4798445","2014-12","0"
"s262845","4719421","2014-11","0"
"s262845","5088584","2015-03","0"
"s262845","4798439","2014-12","0"
"s262845","5168722","2015-04","0"
"s262845","4086164","2014-04","0"
"s262845","4798442","2014-12","0"
"s262845","4390228","2014-07","0"
"s262845","4839500","2014-12","0"
"s262845","5168720","2015-04","0"
"s513101","3197292","2013-12","1"
"s513101","3049344","2013-10","0"
"s513101","3013732","2013-09","1"
"s513101","3036534","2013-10","0"
"s513101","3009388","2013-09","0"
"s513101","4427919","2014-08","1"
"s513101","3166911","2013-11","0"
"s513101","3006671","2013-09","1"
"s513101","3244476","2013-12","1"
"s513101","4199523","2014-05","1"
"s513101","4309372","2014-07","1"
"s513101","4104436","2014-04","0"
"s513101","4593060","2014-09","1"
"s513101","5497866","2015-07","1"
"s513101","4143917","2014-05","1"
"s513101","4107484","2014-04","1"
"s513101","4473240","2014-08","1"
"s513101","4536059","2014-09","1"
"s513101","4018217","2014-02","1"
"s513101","4199381","2014-05","0"
"s513101","4411695","2014-08","1"
"s513101","4783431","2014-11","1"
"s513101","4542782","2014-09","1"
"s513101","4142596","2014-05","1"
"s513101","5393869","2015-06","1"
"s513101","5174322","2015-04","1"
"s513101","4601651","2014-10","1"
"s513101","4338248","2014-07","1"
"s513101","4832808","2014-12","1"
"s513101","4438177","2014-08","1"
"s513101","4125821","2014-04","1"
"s513101","4239610","2014-06","1"
"s513101","4154101","2014-05","1"
"s513101","4572271","2014-09","1"
"s513101","4801840","2014-12","1"
"s513101","4198020","2014-05","1"
"s513101","5400592","2015-06","1"
"s513101","4206090","2014-04","1"
"s513101","4592729","2014-09","1"
"s513101","4104367","2014-04","1"
"s513101","4144232","2014-05","1"
"s513101","4558083","2014-09","1"
"s513101","5359133","2015-06","1"
"s513101","4142918","2014-05","0"
"s166368","3229842","2013-12","1"
"s166368","4895002","2014-12","1"
"s511097","4898283","2015-01","0"
"s511097","5526504","2015-07","0"
"s511097","4542929","2014-09","0"
"s511097","5247299","2015-04","0"
"s511097","4845782","2014-12","0"
"s14651","3020690","2013-09","1"
"s14651","3023614","2013-09","1"
"s14651","4875163","2014-12","1"
"s14651","5764381","2015-08","1"
"s75216","3238254","2013-12","1"
"s75216","5461563","2015-06","1"
"s75216","4785085","2014-11","1"
"s56806","5526836","2015-07","0"
"s182393","4837584","2014-12","1"
"s459659","5495076","2015-07","1"
"s459659","4438769","2014-08","1"
"s459659","4303612","2014-07","1"
"s459659","4811044","2014-12","1"
"s89815","5456800","2015-06","1"
"s89815","5456795","2015-06","1"
"s89815","4837516","2014-12","1"
"s89815","5575338","2015-07","1"
"s89815","4837438","2014-12","1"
"s89815","4769148","2014-11","1"
"s89815","5472296","2015-06","1"
"s89815","4561142","2014-09","1"
"s89815","4092306","2014-04","1"
"s89815","4726197","2014-11","1"
"s89815","5494563","2015-07","1"
"s89815","5011158","2015-02","0"
"s478276","4254463","2014-06","0"
"s478276","4375928","2014-07","0"
"s478276","4636131","2014-10","0"
"s478276","4243506","2014-06","0"
"s200541","5018905","2015-02","0"
"s200541","4441441","2014-08","0"
"s200541","5029893","2015-02","0"
"s200541","5019038","2015-02","0"
"s332275","4470939","2014-08","1"
"s148446","4699436","2014-11","0"
"s304130","3208936","2013-12","0"
"s474136","4663302","2014-10","1"
"s474136","5366888","2015-06","0"
"s452219","4763083","2014-11","1"
"s72931","4405281","2014-07","0"
"s252392","4407449","2014-07","1"
"s252392","5702657","2015-08","0"
"s252392","5466822","2015-06","1"
"s252392","4408775","2014-07","1"
"s252392","4366902","2014-07","1"
"s252392","5331256","2015-05","1"
"s252392","5221026","2015-04","0"
"s252392","4332804","2014-07","1"
"s252392","5492884","2015-07","1"
"s252392","4226654","2014-06","0"
"s252392","4439606","2014-08","1"
"s252392","4103694","2014-04","1"
"s497961","4838671","2014-12","0"
"s497961","3968597","2014-01","0"
"s497961","4838817","2014-12","0"
"s497961","3986405","2014-01","0"
"s391217","5456793","2015-06","1"
"s391217","5456791","2015-06","1"
"s241402","4608163","2014-10","1"
"s202805","4287408","2014-06","1"
"s202805","5018337","2015-02","1"
"s268638","4861164","2014-12","1"
"s477228","3238006","2013-12","1"
"s477228","3208891","2013-12","1"
"s477228","4028222","2014-02","1"
"s477228","5348187","2015-05","1"
"s477228","4336777","2014-07","1"
"s477228","4312364","2014-07","1"
"s477228","4301202","2014-07","1"
"s477228","4580116","2014-09","1"
"s477228","4343899","2014-07","0"
"s477228","5539256","2015-07","1"
"s477228","5455634","2015-06","1"
"s477228","4216157","2014-06","1"
"s477228","4359063","2014-07","1"
"s477228","4923353","2015-01","1"
"s477228","5401962","2015-06","1"
"s477228","4427624","2014-08","1"
"s477228","5031535","2015-02","0"
"s477228","4645793","2014-10","1"
"s477228","4073336","2014-03","1"
"s477228","4910573","2015-01","0"
"s412263","4045376","2014-03","1"
"s412263","5037233","2015-03","1"
"s36610","3046671","2013-10","0"
"s36610","5410399","2015-06","0"
"s36610","4580712","2014-09","0"
"s76958","5343345","2015-05","0"
"s76958","5505810","2015-07","1"
"s189335","3061894","2013-10","1"
"s189335","4131674","2014-04","1"
"s409019","4707770","2014-11","1"
"s294112","4714884","2014-11","0"
"s456273","5190513","2015-04","0"
"s382503","4094613","2014-04","0"
"s138732","3244512","2013-12","0"
"s138732","3997249","2014-01","0"
"s138732","3242566","2013-12","0"
"s138732","5200175","2015-04","0"
"s138732","5414084","2015-06","1"
"s138732","4587621","2014-09","0"
"s138732","3965681","2014-01","0"
"s138732","4758102","2014-11","1"
"s138732","4916558","2015-01","0"
"s138732","5190145","2015-04","1"
"s138732","5463650","2015-06","0"
"s138732","5499632","2015-07","0"
"s138732","5113566","2015-03","0"
"s138732","4795645","2014-12","1"
"s138732","5469147","2015-06","1"
"s138732","4735674","2014-11","0"
"s138732","4241668","2014-06","1"
"s138732","4696525","2014-11","0"
"s138732","4286417","2014-06","1"
"s138732","4385035","2014-07","0"
"s247992","3221303","2013-12","1"
"s247992","5004030","2015-02","1"
"s247992","4478861","2014-08","1"
"s247992","5516727","2015-07","1"
"s247992","5301394","2015-05","1"
"s247992","5075113","2015-03","0"
"s247992","4923581","2015-01","1"
"s247992","4880264","2014-12","1"
"s247992","4381082","2014-07","1"
"s247992","4391306","2014-07","1"
"s247992","4576666","2014-09","1"
"s247992","5249171","2015-04","1"
"s247992","5305553","2015-05","1"
"s247992","5011421","2015-02","1"
"s47403","4444818","2014-08","0"
"s47403","4396874","2014-07","1"
"s47403","4097721","2014-04","1"
"s47403","4895002","2014-12","1"
"s47403","4538452","2014-09","1"
"s47403","4896325","2014-12","0"
"s26165","3226882","2013-12","1"
"s26165","2984173","2013-09","1"
"s83068","3110338","2013-11","0"
"s83068","4770526","2014-11","0"
"s83068","5787135","2015-08","0"
"s83068","4458495","2014-08","0"
"s83068","4091580","2014-04","0"
"s83068","4778278","2014-11","0"
"s83068","4490425","2014-08","0"
"s83068","5336828","2015-05","0"
"s298748","4966407","2015-01","0"
"s298748","4796742","2014-12","0"
"s298748","3245317","2013-12","0"
"s298748","4250968","2014-06","0"
"s298748","4331630","2014-07","0"
"s298748","3129427","2013-11","0"
"s298748","5087482","2015-03","0"
"s298748","5701145","2015-08","0"
"s298748","3128480","2013-11","1"
"s298748","3214761","2013-12","0"
"s298748","3052351","2013-10","0"
"s298748","3138281","2013-11","0"
"s298748","4966892","2015-01","0"
"s298748","4498123","2014-08","1"
"s298748","4776469","2014-11","1"
"s298748","4454023","2014-08","0"
"s298748","5443600","2015-06","0"
"s298748","4966724","2015-01","0"
"s298748","4576573","2014-09","0"
"s298748","4467164","2014-08","1"
"s298748","5446387","2015-06","0"
"s298748","4731116","2014-11","0"
"s298748","4790207","2014-12","1"
"s298748","5452631","2015-06","0"
"s298748","4679202","2014-10","0"
"s298748","5769331","2015-08","0"
"s298748","4929907","2015-01","0"
"s298748","4111523","2014-04","0"
"s298748","5156857","2015-04","0"
"s298748","5088580","2015-03","0"
"s298748","4926360","2015-01","0"
"s306491","4341715","2014-07","0"
"s353233","5763223","2015-08","1"
"s353233","4431076","2014-08","1"
"s421197","3061250","2013-10","1"
"s421197","3074289","2013-10","1"
"s421197","3082937","2013-10","1"
"s421197","5245707","2015-04","1"
"s421197","4877515","2014-12","0"
"s421197","4038654","2014-03","0"
"s421197","4817196","2014-12","1"
"s421197","3014578","2013-09","0"
"s421197","3228367","2013-12","1"
"s421197","3214731","2013-12","0"
"s421197","3019090","2013-09","0"
"s421197","3077650","2013-10","1"
"s421197","3203892","2013-12","1"
"s421197","5514846","2015-07","1"
"s421197","5287639","2015-05","1"
"s421197","4033535","2014-02","0"
"s421197","3242253","2013-12","1"
"s421197","3232180","2013-12","0"
"s421197","3009722","2013-09","0"
"s421197","2973302","2013-09","1"
"s421197","2973332","2013-09","1"
"s421197","3099108","2013-11","0"
"s421197","5432679","2015-06","0"
"s421197","5471721","2015-06","1"
"s421197","4891824","2014-12","0"
"s421197","2988248","2013-09","1"
"s421197","4257310","2014-06","1"
"s421197","4906004","2015-01","0"
"s421197","4071076","2014-03","1"
"s421197","4514712","2014-09","0"
"s421197","4495374","2014-08","0"
"s421197","4203363","2014-05","1"
"s421197","4379179","2014-07","1"
"s421197","5086430","2015-03","0"
"s421197","5739656","2015-08","1"
"s421197","4487177","2014-08","1"
"s421197","5294447","2015-05","1"
"s421197","5050319","2015-03","1"
"s421197","4055340","2014-03","1"
"s421197","4551867","2014-09","1"
"s421197","4117050","2014-04","1"
"s421197","4731420","2014-11","0"
"s421197","5729085","2015-08","0"
"s421197","5123453","2015-03","1"
"s421197","5515402","2015-07","1"
"s421197","5465532","2015-06","1"
"s421197","5377149","2015-06","1"
"s421197","4706978","2014-11","1"
"s421197","4418147","2014-08","1"
"s421197","5289218","2015-05","1"
"s421197","5676460","2015-08","1"
"s421197","4692149","2014-11","0"
"s421197","4457755","2014-08","1"
"s421197","3988369","2014-01","1"
"s421197","5607603","2015-07","1"
"s421197","4891131","2014-12","1"
"s421197","4888626","2014-12","0"
"s421197","4124941","2014-04","1"
"s421197","4807191","2014-12","1"
"s421197","4323259","2014-07","1"
"s421197","4780578","2014-11","1"
"s421197","4780029","2014-11","1"
"s421197","4122936","2014-04","1"
"s421197","4551871","2014-09","1"
"s421197","4366605","2014-07","1"
"s421197","4366681","2014-07","1"
"s421197","4222022","2014-06","0"
"s421197","4426028","2014-08","1"
"s421197","4608811","2014-10","1"
"s421197","4381070","2014-07","1"
"s421197","5780626","2015-08","1"
"s421197","4992399","2015-02","1"
"s421197","5663556","2015-08","1"
"s421197","5150262","2015-04","1"
"s421197","4406681","2014-07","1"
"s421197","4059780","2014-03","1"
"s421197","4895798","2014-12","0"
"s421197","5347531","2015-05","0"
"s421197","5631146","2015-07","1"
"s421197","3965512","2014-01","1"
"s421197","5191390","2015-04","1"
"s421197","4579737","2014-09","0"
"s421197","4632942","2014-10","1"
"s421197","4008928","2014-02","1"
"s421197","5775206","2015-08","1"
"s421197","4465562","2014-08","1"
"s421197","5243523","2015-04","1"
"s421197","5402852","2015-06","1"
"s421197","5435563","2015-06","0"
"s421197","4452657","2014-08","1"
"s421197","4509536","2014-09","1"
"s421197","5191396","2015-04","1"
"s421197","4358189","2014-07","1"
"s421197","5382216","2015-06","1"
"s421197","4826855","2014-12","1"
"s421197","5185590","2015-04","1"
"s421197","4535924","2014-09","1"
"s421197","5433979","2015-06","1"
"s421197","4737866","2014-11","1"
"s421197","5128017","2015-03","1"
"s421197","5317559","2015-05","1"
"s421197","5501447","2015-07","1"
"s421197","4323261","2014-07","1"
"s421197","5773075","2015-08","1"
"s421197","5515399","2015-07","1"
"s421197","4672049","2014-10","1"
"s421197","4813647","2014-12","1"
"s421197","4490647","2014-08","1"
"s421197","4339230","2014-07","1"
"s421197","4564371","2014-09","1"
"s421197","4818385","2014-12","0"
"s421197","5706421","2015-08","1"
"s421197","5429087","2015-06","1"
"s421197","5789270","2015-08","1"
"s421197","4696116","2014-11","1"
"s421197","4831671","2014-12","0"
"s421197","4544582","2014-09","1"
"s421197","5780920","2015-08","1"
"s421197","5465760","2015-06","1"
"s421197","3973234","2014-01","0"
"s421197","5370555","2015-06","1"
"s421197","5782328","2015-08","1"
"s421197","4275256","2014-06","1"
"s421197","4827624","2014-12","1"
"s421197","5037892","2015-03","1"
"s421197","5099370","2015-03","0"
"s421197","4087653","2014-04","1"
"s421197","4117162","2014-04","1"
"s421197","3233864","2013-12","1"
"s421197","4811969","2014-12","1"
"s421197","4691542","2014-11","1"
"s421197","5209199","2015-04","1"
"s421197","4178489","2014-05","1"
"s421197","4892690","2014-12","1"
"s421197","5280000","2015-05","1"
"s421197","4326387","2014-07","1"
"s421197","4626587","2014-10","1"
"s421197","4075821","2014-03","1"
"s421197","4450829","2014-08","0"
"s421197","4859775","2014-12","1"
"s421197","5377145","2015-06","1"
