"EID","TYPECODE","FBDATE","SXENDDATE"
"p176777","90955499","2015年07月",""
"p176777","2055146","2015年07月",""
"p176825","99650741","2015年06月",""
"p176825","1881674","2015年06月",""
"p177489","44524218","2015年08月",""
"p177489","2269335","2015年08月",""
"p180767","105331530","2015年08月",""
"p180767","2179589","2015年08月",""
"p181191","104457903","2015年07月",""
"p181191","88553941","2015年03月",""
"p181191","100369962","2015年04月",""
"p181191","2058730","2015年07月",""
"p181191","1479416","2015年04月",""
"p181191","1263286","2015年03月",""
"p181558","41154765","2015年06月",""
"p181558","29057663","2015年06月",""
"p181558","1746319","2015年06月",""
"p181558","1746425","2015年06月",""
"p181648","87253900","2015年07月",""
"p181648","2089754","2015年07月",""
"p182299","104540593","2015年07月",""
"p182299","104540595","2015年07月",""
"p182299","2128935","2015年07月",""
"p182299","2125902","2015年07月",""
"p182771","65017104","2015年07月",""
"p182771","2022025","2015年07月",""
"p183612","73202613","2014年01月",""
"p183612","73202633","2014年01月",""
"p183612","7123287","2015年08月",""
"p183612","1621154","2015年08月",""
"p183612","67274","2014年01月",""
"p183612","67276","2014年01月",""
"p184422","60149711","2014年11月",""
"p184422","35142","2014年11月",""
"p184422","53946","2014年11月",""
"p184422","30890","2014年11月",""
"p184572","98542826","2015年07月",""
"p184572","2111586","2015年07月",""
"p184756","85474975","2014年12月",""
"p184756","943354","2014年12月",""
"p184795","1912008","2015年08月",""
"p185327","1719903","2015年06月",""
"p185953","96643650","2015年04月",""
"p185953","1466070","2015年04月",""
"p187990","90192477","2015年04月",""
"p187990","1499157","2015年04月",""
"p189278","69279644","2014年01月",""
"p189278","55381","2014年01月",""
"p190081","84976380","2014年12月",""
"p190081","774664","2014年12月",""
"p191775","97960141","2015年04月",""
"p191775","1420855","2015年04月",""
"p191775","1420858","2015年04月",""
"p194000","88551770","2014年11月",""
"p194000","634246","2014年11月",""
"p194092","98740793","2015年03月",""
"p194092","1349378","2015年03月",""
"p196274","92090531","2015年07月",""
"p196274","2003401","2015年07月",""
"p197410","105429922","2015年08月",""
"p197410","2249289","2015年08月",""
"p197830","101850819","2015年06月",""
"p197830","101691545","2015年05月",""
"p197830","1660590","2015年05月",""
"p197830","1686694","2015年06月",""
"p197949","85773971","2015年05月",""
"p197949","1604929","2015年05月",""
"p199381","104586457","2015年07月",""
"p199381","104586457","2015年07月",""
"p199381","2081327","2015年07月",""
"p200422","764419","2014年11月",""
"p200477","94623852","2015年02月",""
"p200477","1197106","2015年02月",""
"p200538","2099374","2015年07月",""
"p200914","88517670","2014年11月",""
"p200914","629585","2014年11月",""
"p201109","103696540","2015年07月",""
"p201109","1928220","2015年07月",""
"p201212","1257013","2015年03月","2015-07"
"p201440","79954107","2014年08月",""
"p201440","90390118","2014年11月",""
"p201440","99379545","2015年03月",""
"p201440","1385805","2015年03月",""
"p201440","291361","2014年08月",""
"p201440","768810","2014年11月",""
"p201807","79052312","2014年06月",""
"p201807","80688995","2014年06月",""
"p201807","172160","2014年06月",""
"p201807","171122","2014年06月",""
"p201937","647464","2014年11月","2015-07"
"p201983","85984129","2015年01月",""
"p201983","1125448","2015年01月",""
"p203513","103906547","2015年07月",""
"p203513","1963123","2015年07月",""
"p203816","102411020","2015年07月",""
"p203816","2041113","2015年07月",""
"p205147","88350935","2015年06月",""
"p205147","1768444","2015年06月",""
"p205147","1757313","2015年06月",""
"p205432","72805656","2014年12月",""
"p205432","700410598","2014年12月",""
"p205432","779102","2014年12月",""
"p205850","90189157","2015年01月",""
"p205850","1124237","2015年01月",""
"p206535","104424715","2015年07月",""
"p206535","104424723","2015年07月",""
"p206535","104424720","2015年07月",""
"p206535","102758021","2015年06月",""
"p206535","2135578","2015年07月",""
"p206535","2135598","2015年07月",""
"p206535","2135549","2015年07月",""
"p206535","1820498","2015年06月",""
"p208074","71895454","2015年08月",""
"p208074","75590081","2014年10月",""
"p208074","67586989","2014年06月",""
"p208074","2163143","2015年08月",""
"p208074","173514","2014年06月",""
"p208074","593956","2014年10月",""
"p208594","76472267","2014年06月",""
"p208594","186211","2014年06月",""
"p208613","82305470","2014年09月",""
"p208613","561287","2014年09月",""
"p209683","103697854","2015年07月",""
"p209683","2013207","2015年07月",""
"p210277","101678449","2015年07月",""
"p210277","103800891","2015年07月",""
"p210277","103800889","2015年07月",""
"p210277","103800887","2015年07月",""
"p210277","103800885","2015年07月",""
"p210277","2071869","2015年07月",""
"p210277","2071847","2015年07月",""
"p210277","2071825","2015年07月",""
"p210277","2071856","2015年07月",""
"p210277","1998763","2015年07月",""
"p210595","617799","2014年10月","2015-07"
"p211343","872829","2015年01月","2015-07"
"p211643","1445546","2015年04月",""
"p211737","101588930","2015年07月",""
"p211737","1968152","2015年07月",""
"p212672","101020839","2015年07月",""
"p212672","2054522","2015年07月",""
"p214660","2176811","2015年08月",""
"p215045","98249646","2015年08月",""
"p215045","98253515","2015年06月",""
"p215045","2184244","2015年08月",""
"p215045","1819170","2015年06月",""
"p215489","71003691","2014年01月",""
"p215489","44173","2014年01月",""
"p216375","67234040","2013年10月",""
"p216375","30700","2013年10月",""
"p217261","1232140","2015年03月",""
"p218880","81221907","2015年01月",""
"p218880","1141377","2015年01月",""
"p219302","98564512","2015年05月",""
"p219302","1630139","2015年05月",""
"p221779","103109539","2015年06月",""
"p221779","1856891","2015年06月",""
"p222123","97697393","2015年03月",""
"p222123","97697393","2015年03月",""
"p222123","1233400","2015年03月",""
"p222835","96600267","2015年08月",""
"p222835","1578631","2015年08月",""
"p223098","103129073","2015年08月",""
"p223098","2231215","2015年08月",""
"p223190","337070","2014年08月","2015-07"
"p224352","78444100","2014年12月",""
"p224352","784549","2014年12月",""
"p225828","87532245","2015年01月",""
"p225828","1141349","2015年01月",""
"p226480","98327232","2015年06月",""
"p226480","1684554","2015年06月",""
"p227729","78921071","2015年01月",""
"p227729","963870","2015年01月",""
"p228349","106419319","2015年08月",""
"p228349","2297750","2015年08月",""
"p228409","65974442","2013年11月",""
"p228409","39243","2013年11月",""
"p229560","692453","2014年11月",""
"p11576","1573510","2015年05月","2015-07"
"p15274","1960517","2015年07月",""
"p25629","98493192","2015年08月",""
"p25629","2171357","2015年08月",""
"p27769","1792580","2015年06月",""
"p29741","1860486","2015年06月",""
"p30376","635099","2014年11月",""
"p34114","1721100","2015年06月",""
"p34114","92824804","2015年06月",""
"p39264","2208029","2015年08月",""
"p33658","2320579","2015年08月",""
"p33658","2320579","2015年08月",""
"p46890","857000","2014年12月",""
"p80333","36211","2013年10月",""
"p101171","1653383","2015年05月",""
"p101171","1596462","2015年05月",""
"p105183","1480341","2015年04月",""
"p105183","1414557","2015年04月",""
"p105183","2184044","2015年08月",""
"p105183","86279354","2015年04月",""
"p120825","1613147","2015年05月",""
"p121883","1789539","2015年06月",""
"p101996","95005690","2015年05月",""
"p101996","1675866","2015年05月",""
"p129091","1214313","2015年02月","2015-07"
"p129091","908205","2014年12月",""
"p129091","1214316","2015年02月","2015-07"
"p129091","1214313","2015年02月","2015-07"
"p129091","908205","2014年12月",""
"p129091","1214316","2015年02月","2015-07"
"p140785","847230","2014年12月",""
"p177182","96153185","2015年08月",""
"p177182","2160124","2015年08月",""
"p181973","907947","2014年12月","2015-07"
"p188449","1181421","2015年02月",""
"p188449","92913877","2015年02月",""
"p199620","1021406","2015年01月",""
"p201867","74574827","2015年08月",""
"p201867","2226117","2015年08月",""
"s5078","198728","2014年06月",""
"s5078","79942914","2014年06月",""
"s195127","2110233","2015年07月",""
"s303911","656735","2014年11月",""
"s303911","190793","2014年06月",""
"s303911","85062974","2014年11月",""
"s308192","1511865","2015年04月",""
"s308192","97924388","2015年04月",""
"s479229","1983494","2015年07月",""
"s479229","1983496","2015年07月",""
"s479229","100690796","2015年07月",""
"s446026","579437","2014年10月",""
"s446026","87889227","2014年10月",""
"s19299","9126","2013年10月",""
"s19122","193096","2014年06月",""
"s19122","79628626","2014年06月",""
"s309188","212947","2014年07月","2015-07"
"s309188","1488334","2015年05月",""
"s309188","95073318","2015年05月",""
"s188314","4430","2013年10月",""
"s188314","1083863","2015年01月",""
"s188314","66085061","2013年10月",""
"s466515","740276","2014年11月",""
"s466515","89716220","2014年11月",""
"s116811","541152","2014年10月",""
"s116811","203349","2014年07月",""
"s116811","79571191","2014年07月",""
"s116811","83513359","2014年10月",""
"s226366","2152480","2015年08月",""
"s226366","2288475","2015年08月",""
"s226366","104415498","2015年08月",""
"s419622","778325","2014年12月",""
"s419622","73350993","2014年12月",""
"s385235","1779268","2015年06月",""
"s385235","60752970","2015年06月",""
"s96948","973941","2015年01月",""
"s96948","81326072","2015年01月",""
"s305415","2322707","2015年08月",""
"s305415","99484172","2015年08月",""
"s260539","195002","2014年06月","2015-07"
"s60861","218971","2014年08月",""
"s60861","41843084","2014年08月",""
"s404141","1720674","2015年06月",""
"s326322","205652","2014年07月",""
"s326322","1249259","2015年03月",""
"s326322","66083660","2015年03月",""
"s326322","66083364","2014年07月",""
"s13427","1208187","2015年06月",""
"s13427","96827274","2015年06月",""
"s163202","12939","2013年10月",""
"s163202","1452080","2015年04月",""
"s163202","65655259","2013年10月",""
"s163202","27654425","2015年04月",""
"s2603","1961144","2015年07月",""
"s2603","97741443","2015年07月",""
"s361205","1860824","2015年06月",""
"s361205","101820395","2015年06月",""
"s463895","6199","2013年10月",""
"s463895","232612","2014年07月",""
"s463895","1322044","2015年03月",""
"s463895","6155176","2015年03月",""
"s463895","22805055","2013年10月",""
"s296984","1207737","2015年02月",""
"s296984","92558420","2015年02月",""
"s277751","219575","2014年08月",""
"s277751","230171","2014年08月",""
"s277751","73387281","2014年08月",""
"s277751","65848964","2014年08月",""
"s311869","881679","2014年12月",""
"s311869","92715212","2014年12月",""
"s27443","210382","2014年07月",""
"s126203","1294936","2015年03月",""
"s126203","98100791","2015年03月",""
"s101032","1880095","2015年07月",""
"s101032","103003739","2015年07月",""
"s364960","204027","2014年07月",""
"s364960","60692181","2014年07月",""
"s498449","642788","2014年11月",""
"s498449","79286694","2014年11月",""
"s38538","781466","2014年12月",""
"s38538","1515287","2015年04月",""
"s38538","89078085","2014年12月",""
"s155312","2296790","2015年08月",""
"s24006","1099871","2015年01月",""
"s24006","27355591","2015年01月",""
"s244486","1971957","2015年07月",""
"s244486","93535994","2015年07月",""
"s224424","784555","2014年12月",""
"s224424","87767437","2014年12月",""
"s881","2334968","2015年08月",""
"s881","104924559","2015年08月",""
"s310809","195026","2014年06月",""
"s310809","43018509","2014年06月",""
"s404664","1268779","2015年03月",""
"s404664","66077602","2015年03月",""
"s219570","519051","2014年09月",""
"s219570","222351","2014年07月",""
"s219570","192257","2014年07月",""
"s219570","60187611","2014年07月",""
"s219570","60188075","2014年09月",""
"s219570","81330569","2014年07月",""
"s74264","271880","2014年09月",""
"s74264","238271","2014年08月",""
"s74264","27368","2013年10月",""
"s74264","1821173","2015年06月",""
"s74264","102226157","2015年06月",""
"s74264","79306408","2014年08月",""
"s74264","66084008","2014年09月",""
"s74264","66081414","2013年10月",""
"s237356","1245998","2015年03月",""
"s237356","37545978","2015年03月",""
"s159467","617982","2014年11月",""
"s159467","471711","2014年09月",""
"s159467","338821","2014年08月",""
"s159467","78379347","2014年11月",""
"s159467","78418994","2014年09月",""
"s65486","196642","2014年06月",""
"s475091","1857746","2015年06月",""
"s475091","103032227","2015年06月",""
"s239712","215025","2014年07月",""
"s239712","38195640","2014年07月",""
"s224235","2232196","2015年08月",""
"s224235","92554053","2015年08月",""
"s404354","241770","2014年08月",""
"s404354","232497","2014年07月",""
"s404354","183389","2014年06月",""
"s404354","73387129","2014年06月",""
"s495620","2233808","2015年08月",""
"s295726","1474364","2015年04月",""
"s295726","96524430","2015年04月",""
"s92592","1328833","2015年03月",""
"s92592","93542518","2015年03月",""
"s460944","1469583","2015年04月",""
"s460944","96402998","2015年04月",""
"s16478","1780787","2015年06月",""
"s16478","101487829","2015年06月",""
"s291195","494883","2014年09月",""
"s291195","80144259","2014年09月",""
"s377465","1644347","2015年05月",""
"s377465","2237033","2015年08月",""
"s377465","91701955","2015年05月",""
"s377465","105248752","2015年08月",""
"s37628","739936","2014年11月",""
"s37628","87377441","2014年11月",""
"s267314","156443","2014年06月",""
"s278972","1607367","2015年05月",""
"s239298","263159","2014年08月",""
"s239298","263161","2014年08月",""
"s239298","230618","2014年07月",""
"s239298","210706","2014年08月",""
"s239298","81331772","2014年07月",""
"s239298","79942239","2014年08月",""
"s239298","73366360","2014年08月",""
"s223265","1728444","2015年06月",""
"s223265","96502721","2015年06月",""
"s324469","1340113","2015年03月",""
"s318466","1511610","2015年04月",""
"s318466","96510636","2015年04月",""
"s338034","628732","2014年11月",""
"s338034","86799736","2014年11月",""
"s54300","209501","2014年07月",""
"s54300","73350322","2014年07月",""
"s148085","1354874","2015年03月",""
"s148085","96503787","2015年03月",""
"s481386","247728","2014年08月",""
"s481386","83501734","2014年08月",""
"s78915","2036885","2015年07月",""
"s78915","100467576","2015年07月",""
"s497673","761457","2015年01月",""
"s497673","89071997","2015年01月",""
"s275445","1466029","2015年04月",""
"s275445","98579251","2015年04月",""
"s109227","2136763","2015年07月",""
"s109227","2136782","2015年07月",""
"s109227","2136690","2015年07月",""
"s109227","2136705","2015年07月",""
"s109227","2136754","2015年07月",""
"s109227","2136726","2015年07月",""
"s109227","2136720","2015年07月",""
"s109227","101655986","2015年07月",""
"s109227","101655983","2015年07月",""
"s109227","101655978","2015年07月",""
"s109227","101655975","2015年07月",""
"s109227","101655971","2015年07月",""
"s109227","101655969","2015年07月",""
"s109227","101655981","2015年07月",""
"s330050","1644236","2015年05月",""
"s330050","83523901","2015年05月",""
"s260944","183547","2014年06月",""
"s260944","73353797","2014年06月",""
"s387884","1446234","2015年04月",""
"s387884","61503495","2015年04月",""
"s384101","2031594","2015年08月",""
"s384101","2031597","2015年08月",""
"s113666","1439427","2015年04月",""
"s113666","85076214","2015年04月",""
"s459669","188151","2014年06月",""
"s459669","123430","2014年04月",""
"s459669","1120994","2015年01月","2015-07"
"s459669","2167052","2015年08月",""
"s459669","74738730","2014年04月",""
"s459669","104591466","2015年08月",""
"s459669","60952302","2014年06月",""
"s142111","2140775","2015年07月",""
"s142111","104599982","2015年07月",""
"s265216","243663","2014年08月",""
"s265216","41792206","2014年08月",""
"s117237","659363","2014年11月",""
"s117237","957550","2015年01月",""
"s117237","87442261","2014年11月",""
"s117237","83524043","2015年01月",""
"s122504","1316576","2015年03月",""
"s122504","92780301","2015年03月",""
"s37924","1680524","2015年05月",""
"s37924","100689845","2015年05月",""
"s434874","241755","2014年08月",""
"s434874","209334","2014年07月",""
"s434874","5429","2013年10月",""
"s434874","241333","2014年08月",""
"s434874","60640734","2014年07月",""
"s434874","79278435","2014年08月",""
"s434874","80315010","2014年08月",""
"s411948","1471312","2015年04月",""
"s411948","99618656","2015年04月",""
"s151","218219","2014年08月",""
"s151","206555","2014年08月",""
"s151","27937074","2014年08月",""
"s384992","210808","2014年07月",""
"s395702","1843299","2015年06月",""
"s395702","2024188","2015年07月",""
"s395702","81339430","2015年06月",""
"s395702","100870362","2015年07月",""
"s497566","1624599","2015年05月",""
"s497566","93701840","2015年05月",""
"s139620","2058315","2015年07月",""
"s139620","2185511","2015年08月",""
"s139620","98060343","2015年07月",""
"s139620","41355855","2015年08月",""
"s54254","1609292","2015年05月",""
"s54254","1609028","2015年05月",""
"s54254","1609835","2015年05月",""
"s54254","1609705","2015年05月",""
"s54254","1609224","2015年05月",""
"s54254","1611202","2015年05月",""
"s54254","1611113","2015年05月",""
"s54254","1611022","2015年05月",""
"s54254","1611457","2015年05月",""
"s54254","1608696","2015年05月",""
"s54254","1610854","2015年05月",""
"s54254","1611264","2015年05月",""
"s54254","1609824","2015年05月",""
"s54254","1609586","2015年05月",""
"s54254","1609631","2015年05月",""
"s54254","1609126","2015年05月",""
"s54254","1609772","2015年05月",""
"s54254","101246667","2015年05月",""
"s54254","72801424","2015年05月",""
"s54254","72813330","2015年05月",""
"s54254","72832450","2015年05月",""
"s54254","72810182","2015年05月",""
"s54254","67266171","2015年05月",""
"s54254","67232049","2015年05月",""
"s54254","72710940","2015年05月",""
"s54254","72823571","2015年05月",""
"s54254","72775910","2015年05月",""
"s54254","67230868","2015年05月",""
"s54254","67230693","2015年05月",""
"s54254","67229572","2015年05月",""
"s54254","67266519","2015年05月",""
"s54254","67230255","2015年05月",""
"s54254","67223023","2015年05月",""
"s333683","2258692","2015年08月",""
"s333683","101092855","2015年08月",""
"s460651","1375292","2015年03月",""
"s460651","99095291","2015年03月",""
"s198278","1362476","2015年03月",""
"s198278","1677598","2015年05月",""
"s198278","2030017","2015年07月",""
"s198278","98091749","2015年03月",""
"s198278","100868847","2015年07月",""
"s198278","101303625","2015年05月",""
"s525022","228969","2014年08月",""
"s80971","2086076","2015年08月",""
"s80971","79719135","2015年08月",""
"s127880","1936031","2015年07月",""
"s127880","102995309","2015年07月",""
"s63838","2029928","2015年07月",""
"s63838","101092506","2015年07月",""
"s374735","1676098","2015年05月",""
"s374735","96514935","2015年05月",""
"s291536","3378","2013年10月",""
"s291536","36031910","2013年10月",""
"s97449","2028202","2015年07月",""
"s97449","2028187","2015年07月",""
"s97449","97993695","2015年07月",""
"s97449","97198924","2015年07月",""
"s147990","1919394","2015年06月",""
"s147990","85056403","2015年06月",""
"s482875","162293","2014年06月",""
"s482875","80408302","2014年06月",""
"s108288","1761362","2015年06月",""
"s108288","42884215","2015年06月",""
"s158946","1045708","2015年01月",""
"s158946","61126294","2015年01月",""
"s159784","1240467","2015年03月",""
"s159784","80693046","2015年03月",""
"s517146","1183731","2015年02月",""
"s517146","1221767","2015年03月",""
"s517146","1477388","2015年04月",""
"s517146","95972775","2015年03月",""
"s517146","96514317","2015年02月",""
"s517146","96531274","2015年04月",""
"s216453","726547","2014年12月","2015-07"
"s40757","1742797","2015年06月",""
"s40757","18396615","2015年06月",""
"s279280","2092315","2015年07月",""
"s279280","96506387","2015年07月",""
"s167604","753886","2014年11月",""
"s167604","2188296","2015年08月",""
"s167604","2122084","2015年07月",""
"s167604","2296079","2015年08月",""
"s167604","101818160","2015年07月",""
"s167604","96510752","2015年08月",""
"s167604","90141582","2014年11月",""
"s237306","1580617","2015年05月",""
"s237306","98905740","2015年05月",""
"s57087","2336792","2015年08月",""
"s57087","106060893","2015年08月",""
"s226570","484162","2014年09月",""
"s226570","289297","2014年08月",""
"s292947","607741","2014年10月",""
"s292947","83478424","2014年10月",""
"s456089","196630","2015年01月",""
"s456089","81339298","2015年01月",""
"s49736","700406945","2015年03月",""
"s49736","193432","2014年06月",""
"s49736","193434","2014年06月",""
"s49736","1771193","2015年06月",""
"s49736","91901883","2015年06月",""
"s49736","61394576","2015年03月",""
"s49736","79941848","2014年06月",""
"s49736","79941883","2014年06月",""
"s430996","1301023","2015年03月",""
"s430996","91738895","2015年03月",""
"s480419","401202","2014年08月",""
"s480419","71544569","2014年08月",""
"s21807","591342","2014年10月",""
"s21807","83521016","2014年10月",""
"s55244","256505","2014年08月",""
"s55244","80290707","2014年08月",""
"s298764","1174457","2015年02月",""
"s298764","96483759","2015年02月",""
"s347722","1831339","2015年06月",""
"s347722","101167210","2015年06月",""
"s119486","1462691","2015年04月",""
"s233598","866308","2014年12月",""
"s262169","674138","2014年11月",""
"s33554","162533","2014年06月",""
"s36263","1248006","2015年03月",""
"s36263","60806597","2015年03月",""
"s229761","172897","2014年06月",""
"s229761","170958","2014年06月",""
"s229761","170951","2014年06月",""
"s229761","170952","2014年06月",""
"s229761","166058","2014年06月",""
"s229761","174864","2014年06月",""
"s229761","885452","2015年01月",""
"s229761","91874814","2015年01月",""
"s229761","73370706","2014年06月",""
"s229761","79628947","2014年06月",""
"s307655","740315","2014年11月",""
"s307655","89716430","2014年11月",""
"s354190","1837975","2015年06月",""
"s354190","93698641","2015年06月",""
"s435956","2023722","2015年07月",""
"s435956","96491686","2015年07月",""
"s473738","509947","2014年09月",""
"s473738","510031","2014年09月",""
"s473738","181779","2014年06月",""
"s473738","181658","2014年06月",""
"s473738","169997","2014年06月",""
"s473738","181735","2014年06月",""
"s473738","181585","2014年06月",""
"s473738","181594","2014年06月",""
"s473738","182507","2014年06月",""
"s473738","181709","2014年06月",""
"s473738","182540","2014年06月",""
"s473738","168985","2014年06月",""
"s473738","181537","2014年06月",""
"s473738","182325","2014年06月",""
"s473738","182423","2014年06月",""
"s473738","181565","2014年06月",""
"s473738","182545","2014年06月",""
"s473738","181606","2014年06月",""
"s473738","182518","2014年06月",""
"s473738","182500","2014年06月",""
"s473738","182491","2014年06月",""
"s473738","182415","2014年06月",""
"s473738","182550","2014年06月",""
"s473738","182432","2014年06月",""
"s473738","182437","2014年06月",""
"s473738","181748","2014年06月",""
"s473738","182531","2014年06月",""
"s473738","182404","2014年06月",""
"s473738","181696","2014年06月",""
"s473738","182243","2014年06月",""
"s473738","182487","2014年06月",""
"s473738","182524","2014年06月",""
"s473738","182274","2014年06月",""
"s473738","181754","2014年06月",""
"s473738","182564","2014年06月",""
"s473738","182410","2014年06月",""
"s473738","182291","2014年06月",""
"s473738","182533","2014年06月",""
"s473738","182260","2014年06月",""
"s473738","182252","2014年06月",""
"s473738","182316","2014年06月",""
"s473738","182283","2014年06月",""
"s473738","181761","2014年06月",""
"s473738","182557","2014年06月",""
"s473738","182384","2014年06月",""
"s473738","181719","2014年06月",""
"s473738","182308","2014年06月",""
"s473738","182334","2014年06月",""
"s473738","182528","2014年06月",""
"s473738","182514","2014年06月",""
"s473738","182354","2014年06月",""
"s473738","176413","2014年06月",""
"s473738","182427","2014年06月",""
"s473738","182267","2014年06月",""
"s473738","182388","2014年06月",""
"s473738","181680","2014年06月",""
"s473738","1485212","2015年04月",""
"s473738","86295216","2014年09月",""
"s473738","60932643","2014年06月",""
"s473738","96525244","2015年04月",""
"s473738","40779169","2014年06月",""
"s473738","60936094","2014年06月",""
"s473738","40738847","2014年06月",""
"s473738","44472666","2014年06月",""
"s473738","60936268","2014年06月",""
"s473738","40779729","2014年06月",""
"s473738","40738819","2014年06月",""
"s473738","60931178","2014年06月",""
"s473738","60930945","2014年06月",""
"s473738","60478367","2014年06月",""
"s473738","40121462","2014年06月",""
"s473738","60935910","2014年06月",""
"s473738","60935755","2014年06月",""
"s473738","40738790","2014年06月",""
"s473738","60936564","2014年06月",""
"s473738","40738806","2014年06月",""
"s473738","60933486","2014年06月",""
"s473738","60932709","2014年06月",""
"s473738","60932817","2014年06月",""
"s473738","60933107","2014年06月",""
"s473738","60933372","2014年06月",""
"s473738","60933255","2014年06月",""
"s473738","60932997","2014年06月",""
"s473738","60936849","2014年06月",""
"s473738","60932460","2014年06月",""
"s473738","41728178","2014年06月",""
"s473738","60931594","2014年06月",""
"s473738","60931505","2014年06月",""
"s473738","60931422","2014年06月",""
"s473738","60931404","2014年06月",""
"s473738","60934312","2014年06月",""
"s473738","60934747","2014年06月",""
"s473738","60934608","2014年06月",""
"s473738","60934466","2014年06月",""
"s324391","222906","2014年07月",""
"s324391","73366976","2014年07月",""
"s211126","230590","2014年07月",""
"s211126","230579","2014年08月",""
"s211126","230603","2014年07月",""
"s211126","216674","2014年08月",""
"s88220","2236596","2015年08月",""
"s88220","100644943","2015年08月",""
"s293574","562572","2014年11月",""
"s293574","562581","2014年11月",""
"s293574","85059271","2014年11月",""
"s293574","85059326","2014年11月",""
"s167344","1064741","2015年01月",""
"s332863","201376","2014年07月",""
"s173608","167925","2014年06月",""
"s173608","38641814","2014年06月",""
"s397754","1485671","2015年04月",""
"s397754","1651736","2015年05月",""
"s397754","91772579","2015年05月",""
"s222963","1189153","2015年02月",""
"s222963","96164407","2015年02月",""
"s158757","1038527","2015年01月","2015-07"
"s310702","1023116","2015年01月",""
"s282470","1496321","2015年04月",""
"s406942","1305987","2015年03月",""
"s406942","97814422","2015年03月",""
"s104626","232700","2014年08月",""
"s104626","73366538","2014年08月",""
"s239966","1175332","2015年02月",""
"s239966","96594061","2015年02月",""
"s389378","2173841","2015年08月",""
"s389378","2181617","2015年08月",""
"s389378","104981536","2015年08月",""
"s389378","104196437","2015年08月",""
"s67912","509176","2014年09月",""
"s67912","219456","2014年07月",""
"s67912","73339489","2014年09月",""
"s67912","81879699","2014年07月",""
"s124234","2301375","2015年08月",""
"s124234","100868884","2015年08月",""
"s334841","867062","2014年12月",""
"s334841","7825542","2014年12月",""
"s262873","168253","2014年06月",""
"s131093","1270225","2015年03月",""
"s277680","1176770","2015年02月",""
"s277680","93814505","2015年02月",""
"s235582","177538","2014年06月",""
"s235582","172979","2014年06月",""
"s235582","174744","2014年06月",""
"s235582","172984","2014年06月",""
"s235582","79949939","2014年06月",""
"s235582","79949935","2014年06月",""
"s235582","21933931","2014年06月",""
"s235582","20033513","2014年06月",""
"s491289","1181546","2015年02月",""
"s491289","1181613","2015年02月",""
"s491289","1181606","2015年02月",""
"s491289","1181610","2015年02月",""
"s491289","1181619","2015年02月",""
"s491289","1181601","2015年02月",""
"s491289","1181604","2015年02月",""
"s491289","1202534","2015年02月",""
"s491289","96517070","2015年02月",""
"s491289","96517203","2015年02月",""
"s491289","96517066","2015年02月",""
"s491289","96517072","2015年02月",""
"s491289","96517849","2015年02月",""
"s491289","96517074","2015年02月",""
"s491289","96517068","2015年02月",""
"s491289","96517065","2015年02月",""
"s105784","1254327","2015年03月",""
"s105784","66057933","2015年03月",""
"s269437","922873","2014年12月",""
"s269437","195967","2014年06月",""
"s269437","79309937","2014年06月",""
"s126857","998414","2015年01月",""
"s79155","2178933","2015年08月",""
"s79155","2294820","2015年08月",""
"s444767","131009","2014年05月",""
"s444767","66047165","2014年05月",""
"s353419","6641","2013年10月",""
"s353419","1766193","2015年06月",""
"s353419","2129572","2015年07月",""
"s353419","42897336","2013年10月",""
"s353419","91901664","2015年06月",""
"s150743","781146","2014年12月",""
"s150743","85357677","2014年12月",""
"s86665","895844","2014年12月",""
"s86665","1347888","2015年03月",""
"s86665","97813055","2015年03月",""
"s86665","80121561","2014年12月",""
"s269587","1276600","2015年03月",""
"s340141","1059400","2015年01月",""
"s340141","73361054","2015年01月",""
"s462058","242922","2014年08月",""
"s462058","242885","2014年08月",""
"s462058","79320761","2014年08月",""
"s462058","79320758","2014年08月",""
"s115909","1736259","2015年06月",""
"s115909","1881264","2015年06月",""
"s115909","99545867","2015年06月",""
"s316682","1418022","2015年04月",""
"s130658","1607976","2015年05月","2015-07"
"s130658","1825821","2015年06月",""
"s130658","1825977","2015年06月",""
"s130658","1825893","2015年06月",""
"s130658","1872541","2015年06月",""
"s130658","95225044","2015年06月",""
"s130658","92557945","2015年06月",""
"s130658","97788543","2015年06月",""
"s130658","91759132","2015年06月",""
"s167916","775349","2014年12月",""
"s167916","871168","2014年12月",""
"s401809","1516062","2015年05月",""
"s401809","79629313","2015年05月",""
"s94842","735223","2014年11月","2015-07"
"s372798","2085617","2015年07月",""
"s343856","931905","2014年12月",""
"s343856","66045619","2014年12月",""
"s329701","242896","2014年08月",""
"s329701","80109547","2014年08月",""
"s360782","1906931","2015年06月",""
"s360782","103014904","2015年06月",""
"s430400","219386","2014年08月",""
"s430400","1389504","2015年04月",""
"s430400","1389500","2015年04月",""
"s430400","99269518","2015年04月",""
"s430400","99269520","2015年04月",""
"s430400","11881570","2014年08月",""
"s488585","1183797","2015年02月","2015-07"
"s168978","1416796","2015年04月","2015-07"
"s168978","1469605","2015年04月",""
"s168978","2168476","2015年08月",""
"s168978","99619012","2015年08月",""
"s168978","98523051","2015年04月",""
"s138861","1550862","2015年05月",""
"s138861","93258603","2015年05月",""
"s174485","329215","2014年08月",""
"s174485","1251834","2015年03月",""
"s174485","83573902","2015年03月",""
"s147196","1216428","2015年02月",""
"s147196","96497748","2015年02月",""
"s429205","2166581","2015年08月",""
