EID,TARGET,ENDDATE
"p167658",0,""
"p167659",0,""
"p16766",0,""
"p167663",0,""
"p167664",0,""
"p167669",0,""
"p167674",0,""
"p16768",0,""
"p167684",1,"201701"
"p167686",0,""
"p167689",0,""
"p167691",0,""
"p167692",0,""
"p167693",0,""
"p167694",1,"201608"
"p167700",0,""
"p167704",1,"201704"
"p167705",0,""
"p167706",0,""
"p167707",0,""
"p167710",1,"201609"
"p167712",0,""
"p167713",0,""
"p167716",0,""
"p167717",0,""
"p167718",0,""
"p167729",0,""
"p16773",0,""
"p167732",1,"201512"
"p167736",0,""
"p167738",0,""
"p167741",0,""
"p167742",1,"201702"
"p167746",0,""
"p167747",1,"201612"
"p167748",0,""
"p16775",0,""
"p167753",1,"201608"
"p167754",0,""
"p167755",0,""
"p167758",0,""
"p167759",0,""
"p167762",0,""
"p167766",0,""
"p167768",0,""
"p167770",0,""
"p167771",0,""
"p167773",0,""
"p167775",0,""
"p167779",0,""
"p16778",0,""
"p167780",0,""
"p167784",0,""
"p167786",0,""
"p167787",0,""
"p167789",0,""
"p167790",0,""
"p167793",1,"201608"
"p167795",0,""
"p167796",0,""
"p167799",0,""
"p1678",0,""
"p16780",0,""
"p167800",0,""
"p167806",1,"201612"
"p167809",0,""
"p16781",0,""
"p167812",0,""
"p167814",0,""
"p167815",0,""
"p167817",0,""
"p167818",0,""
"p167822",0,""
"p167824",0,""
"p167826",0,""
"p167827",0,""
"p167828",0,""
"p167829",0,""
"p167830",0,""
"p167834",0,""
"p167836",0,""
"p167837",0,""
"p167838",0,""
"p16784",0,""
"p167842",0,""
"p167843",0,""
"p167847",0,""
"p167849",0,""
"p167851",0,""
"p167852",0,""
"p167854",0,""
"p167855",0,""
"p167857",1,"201510"
"p16786",0,""
"p167860",0,""
"p167862",0,""
"p167867",0,""
"p167868",0,""
"p167869",1,"201607"
"p167871",0,""
"p167872",0,""
"p167874",0,""
"p167875",0,""
"p167878",0,""
"p167879",0,""
"p167881",0,""
"p167882",0,""
"p167884",0,""
"p167889",0,""
"p16789",0,""
"p167892",0,""
"p167893",0,""
"p167894",0,""
"p167899",0,""
"p167902",0,""
"p167903",0,""
"p167904",0,""
"p167906",0,""
"p167907",0,""
"p167908",0,""
"p167911",0,""
"p167912",0,""
"p167914",1,"201606"
"p167921",0,""
"p167924",0,""
"p167925",0,""
"p167927",1,"201606"
"p167928",0,""
"p167929",0,""
"p167931",0,""
"p167933",0,""
"p167935",0,""
"p167937",0,""
"p167939",0,""
"p167940",0,""
"p167942",0,""
"p167943",0,""
"p167944",1,"201606"
"p167946",0,""
"p167948",1,"201606"
"p167951",0,""
"p167952",0,""
"p167954",0,""
"p167955",0,""
"p167957",0,""
"p16796",0,""
"p167960",0,""
"p167963",1,"201705"
"p167964",0,""
"p167967",0,""
"p167968",0,""
"p167969",0,""
"p16797",0,""
"p167972",0,""
"p167976",0,""
"p167978",1,"201606"
"p167979",0,""
"p16798",0,""
"p167981",1,"201707"
"p167982",0,""
"p167983",0,""
"p167985",0,""
"p167989",1,"201707"
"p16799",0,""
"p167993",0,""
"p167995",1,"201606"
"p167996",0,""
"p167997",0,""
"p167999",0,""
"p1680",0,""
"p16800",1,"201706"
"p168002",0,""
"p168005",0,""
"p168007",0,""
"p168008",0,""
"p16801",0,""
"p168012",0,""
"p168013",0,""
"p168014",1,"201608"
"p168015",0,""
"p168018",0,""
"p168020",0,""
"p168021",0,""
"p168024",0,""
"p16803",0,""
"p168030",0,""
"p168033",0,""
"p168036",0,""
"p168037",1,"201606"
"p168038",0,""
"p168045",0,""
"p168046",0,""
"p168048",0,""
"p16805",0,""
"p168051",0,""
"p168052",0,""
"p168053",0,""
"p168055",1,"201612"
"p168058",0,""
"p168059",0,""
"p168067",1,"201606"
"p168068",0,""
"p168069",0,""
"p168071",0,""
"p168074",0,""
"p168075",0,""
"p168079",0,""
"p168082",0,""
"p168083",0,""
"p168085",0,""
"p168087",0,""
"p168088",0,""
"p168091",0,""
"p168092",0,""
"p168095",0,""
"p168096",1,"201606"
"p168097",0,""
"p168100",0,""
"p168105",0,""
"p168108",0,""
"p168109",0,""
"p168110",0,""
"p168113",0,""
"p168114",1,"201606"
"p168119",0,""
"p168121",0,""
"p168125",1,"201707"
"p168127",0,""
"p168132",0,""
"p168134",0,""
"p168137",0,""
"p168145",0,""
"p168146",0,""
"p168147",0,""
"p168148",0,""
"p168149",0,""
"p168151",0,""
"p168152",1,"201706"
"p168153",0,""
"p168155",0,""
"p168157",0,""
"p168158",0,""
"p168159",0,""
"p16816",0,""
"p168162",0,""
"p168167",0,""
"p168168",0,""
"p168169",0,""
"p168171",0,""
"p168177",1,"201606"
"p16818",0,""
"p168183",0,""
"p168185",0,""
"p16819",1,"201612"
"p168190",1,"201606"
"p168191",0,""
"p168194",0,""
"p168195",1,"201707"
"p168198",0,""
"p16820",0,""
"p168203",0,""
"p168205",0,""
"p168206",1,"201701"
"p168211",0,""
"p168213",0,""
"p168222",0,""
"p168223",0,""
"p168225",0,""
"p168228",1,"201606"
"p168231",0,""
"p168232",0,""
"p168233",0,""
"p168234",0,""
"p168237",1,"201606"
"p16824",0,""
"p168240",0,""
"p168244",0,""
"p168245",0,""
"p168247",0,""
"p168250",0,""
"p168252",0,""
"p168254",0,""
"p168256",0,""
"p16826",0,""
"p168264",0,""
"p168265",0,""
"p168266",0,""
"p168267",0,""
"p168271",0,""
"p168272",0,""
"p168273",0,""
"p168275",0,""
"p168276",0,""
"p168279",0,""
"p168281",0,""
"p168284",0,""
"p168285",0,""
"p16829",0,""
"p168297",0,""
"p168298",0,""
"p168299",0,""
"p168300",0,""
"p16831",0,""
"p168310",0,""
"p168314",0,""
"p168315",0,""
"p168316",0,""
"p168317",0,""
"p168325",0,""
"p168330",0,""
"p168331",0,""
"p168332",1,"201611"
"p168333",0,""
"p168335",0,""
"p16834",0,""
"p168340",0,""
"p168341",0,""
"p168343",0,""
"p168345",0,""
"p168346",0,""
"p16835",0,""
"p168352",0,""
"p168355",1,"201604"
"p168357",0,""
"p16836",0,""
"p168361",0,""
"p168363",0,""
"p168364",0,""
"p168369",1,"201606"
"p168374",0,""
"p168380",1,"201606"
"p168381",1,"201606"
"p168382",0,""
"p168383",0,""
"p168384",1,"201707"
"p168385",0,""
"p168386",0,""
"p16839",0,""
"p168390",1,"201702"
"p168391",0,""
"p168399",0,""
"p16840",0,""
"p168400",0,""
"p168401",0,""
"p168402",0,""
"p168403",0,""
"p168404",0,""
"p168405",0,""
"p168409",1,"201702"
"p16841",1,"201604"
"p168411",0,""
"p168417",0,""
"p168418",0,""
"p168419",0,""
"p16842",1,"201606"
"p168421",1,"201606"
"p168423",0,""
"p168424",0,""
"p168425",0,""
"p168429",0,""
"p168430",0,""
"p168434",0,""
"p168435",0,""
"p168436",0,""
"p168441",0,""
"p168444",0,""
"p168449",1,"201606"
"p168450",0,""
"p168452",0,""
"p168453",1,"201707"
"p168457",0,""
"p16846",1,"201606"
"p168461",0,""
"p168463",1,"201611"
"p168466",0,""
"p168467",0,""
"p168468",0,""
"p168471",0,""
"p168473",0,""
"p168474",0,""
"p168476",0,""
"p168479",0,""
"p16848",0,""
"p168484",1,"201606"
"p168489",0,""
"p168490",1,"201608"
"p168492",0,""
"p168493",0,""
"p168494",1,"201707"
"p168495",0,""
"p168497",0,""
"p1685",0,""
"p16850",0,""
"p168504",0,""
"p168509",1,"201602"
"p16851",0,""
"p168511",0,""
"p168513",1,"201608"
"p168518",0,""
"p168519",0,""
"p16852",0,""
"p168520",0,""
"p168524",0,""
"p168526",1,"201707"
"p168529",0,""
"p168534",0,""
"p168536",0,""
"p168537",0,""
"p168539",0,""
"p168544",0,""
"p168546",0,""
"p168548",1,"201608"
"p168554",0,""
"p168556",0,""
"p168557",0,""
"p168563",0,""
"p168565",0,""
"p16857",0,""
"p168571",0,""
"p168574",0,""
"p168576",0,""
"p168579",0,""
"p168581",0,""
"p168582",0,""
"p168585",0,""
"p168592",0,""
"p168593",0,""
"p168595",0,""
"p168601",1,"201606"
"p168602",0,""
"p168604",0,""
"p168605",0,""
"p168606",1,"201606"
"p168607",0,""
"p16861",0,""
"p168614",0,""
"p168616",0,""
"p168617",0,""
"p168618",0,""
"p168619",0,""
"p168625",1,"201607"
"p168626",0,""
"p168630",0,""
"p168631",0,""
"p168632",1,"201707"
"p168635",0,""
"p168637",0,""
"p168642",1,"201601"
"p168644",0,""
"p168647",0,""
"p168648",0,""
"p168649",0,""
"p168650",1,"201606"
"p168651",0,""
"p168655",0,""
"p168656",0,""
"p168657",0,""
"p168658",0,""
"p168660",0,""
"p168661",0,""
"p168666",0,""
"p168670",0,""
"p168671",0,""
"p168672",0,""
"p168673",1,"201707"
"p16868",0,""
"p168680",0,""
"p168683",0,""
"p168684",0,""
"p168685",0,""
"p168686",0,""
"p168688",0,""
"p168689",0,""
"p168696",0,""
"p168697",1,"201608"
"p1687",0,""
"p168701",0,""
"p168704",0,""
"p168706",0,""
"p168708",1,"201606"
"p16871",0,""
"p168717",1,"201606"
"p168720",0,""
"p168721",0,""
"p168722",0,""
"p168727",0,""
"p168729",0,""
"p16873",0,""
"p168732",0,""
"p168734",0,""
"p168736",0,""
"p168738",0,""
"p168739",0,""
"p16874",0,""
"p168742",0,""
"p168746",0,""
"p168749",0,""
"p16875",0,""
"p168750",0,""
"p168755",0,""
"p168761",0,""
"p168763",1,"201606"
"p168764",1,"201606"
"p168767",0,""
"p168770",0,""
"p168775",0,""
"p168777",0,""
"p16878",0,""
"p168780",0,""
"p168783",0,""
"p168785",0,""
"p168788",0,""
"p168795",0,""
"p168799",1,"201610"
"p168801",0,""
"p168802",0,""
"p168805",0,""
"p168806",0,""
"p168808",0,""
"p168809",1,"201607"
"p168810",0,""
"p168813",0,""
"p168814",0,""
"p168815",0,""
"p168819",1,"201608"
"p168825",0,""
"p168826",0,""
"p168829",0,""
"p168830",0,""
"p168831",0,""
"p168832",0,""
"p168837",0,""
"p168839",0,""
"p16884",0,""
"p168840",0,""
"p168842",0,""
"p168843",0,""
"p168847",0,""
"p168848",1,"201707"
"p16885",0,""
"p168851",1,"201512"
"p168852",0,""
"p168853",0,""
"p168863",0,""
"p168869",1,"201606"
"p168870",0,""
"p168872",0,""
"p168876",0,""
"p168877",0,""
"p16888",0,""
"p168880",0,""
"p168882",1,"201606"
"p168883",0,""
"p168884",0,""
"p168885",0,""
"p168890",0,""
"p168892",0,""
"p168897",0,""
"p168898",0,""
"p16890",0,""
"p168905",0,""
"p168907",0,""
"p168908",0,""
"p168910",0,""
"p168911",0,""
"p168913",0,""
"p168915",0,""
"p168919",0,""
"p16892",0,""
"p168924",0,""
"p168926",0,""
"p168927",0,""
"p168929",0,""
"p16893",0,""
"p168934",0,""
"p16894",0,""
"p168941",0,""
"p168942",0,""
"p168948",0,""
"p16895",0,""
"p168950",0,""
"p168960",0,""
"p168962",0,""
"p168963",0,""
"p168965",0,""
"p168971",0,""
"p168976",0,""
"p168979",1,"201701"
"p16898",1,"201608"
"p168980",0,""
"p168982",1,"201707"
"p168983",0,""
"p168984",0,""
"p168986",0,""
"p168989",0,""
"p168990",0,""
"p168993",0,""
"p168996",0,""
"p168997",0,""
"p168999",0,""
"p169",0,""
"p1690",0,""
"p169003",0,""
"p169005",0,""
"p169008",0,""
"p16901",0,""
"p169013",1,"201608"
"p169015",0,""
"p169016",0,""
"p169019",0,""
"p169020",1,"201606"
"p169024",0,""
"p169027",0,""
"p169028",0,""
"p16903",0,""
"p169033",0,""
"p16904",0,""
"p169040",0,""
"p169042",0,""
"p169044",0,""
"p169046",0,""
"p169048",0,""
"p16905",0,""
"p169050",0,""
"p169051",0,""
"p169053",0,""
"p169055",0,""
"p169057",0,""
"p169062",0,""
"p169071",0,""
"p169074",0,""
"p169076",0,""
"p169083",0,""
"p169085",0,""
"p169087",0,""
"p169088",0,""
"p169090",0,""
"p169091",0,""
"p169094",1,"201608"
"p169095",0,""
"p169101",0,""
"p169102",0,""
"p169103",1,"201701"
"p169105",0,""
"p169108",0,""
"p169110",1,"201606"
"p169112",0,""
"p169113",0,""
"p169114",1,"201608"
"p169115",1,"201606"
"p169116",0,""
"p169117",1,"201606"
"p169118",0,""
"p169119",0,""
"p169122",1,"201606"
"p169123",0,""
"p169124",0,""
"p169126",0,""
"p169127",0,""
"p169128",0,""
"p169129",0,""
"p169132",0,""
"p169135",0,""
"p169137",0,""
"p16914",0,""
"p169144",0,""
"p169147",1,"201608"
"p169148",0,""
"p169149",0,""
"p169150",0,""
"p169156",1,"201606"
"p169159",0,""
"p16916",0,""
"p169163",0,""
"p169166",1,"201606"
"p16917",0,""
"p169170",0,""
"p169174",0,""
"p169175",1,"201707"
"p169178",0,""
"p169180",0,""
"p169181",0,""
"p169187",0,""
"p169190",0,""
"p169192",0,""
"p169198",0,""
"p169199",0,""
"p16920",0,""
"p169201",0,""
"p169202",0,""
"p169206",0,""
"p169208",0,""
"p169209",0,""
"p16921",0,""
"p169214",0,""
"p169215",0,""
"p169217",0,""
"p169225",0,""
"p169227",0,""
"p169228",1,"201606"
"p169231",0,""
"p169233",0,""
"p169234",0,""
"p169236",0,""
"p169237",0,""
"p169238",0,""
"p169240",0,""
"p169242",1,"201511"
"p169247",0,""
"p169250",0,""
"p169251",0,""
"p169252",0,""
"p169253",0,""
"p169255",0,""
"p169263",0,""
"p169264",0,""
"p169267",0,""
"p169269",1,"201606"
"p169273",0,""
"p169274",0,""
"p16928",0,""
"p169283",0,""
"p169284",0,""
"p169288",0,""
"p169289",1,"201608"
"p16929",0,""
"p169292",1,"201707"
"p169293",0,""
"p169296",0,""
"p169297",0,""
"p169300",0,""
"p169301",0,""
"p169302",0,""
"p169306",0,""
"p169309",1,"201606"
"p16931",0,""
"p169311",0,""
"p169314",1,"201608"
"p169315",0,""
"p169317",0,""
"p169319",0,""
"p169324",0,""
"p169326",0,""
"p169327",0,""
"p16933",0,""
"p169334",1,"201706"
"p169336",0,""
"p169337",0,""
"p16934",0,""
"p169340",0,""
"p169342",0,""
"p169345",0,""
"p169347",0,""
"p169350",0,""
"p169351",0,""
"p169352",0,""
"p169355",0,""
"p169356",1,"201606"
"p169357",0,""
"p169358",0,""
"p169365",0,""
"p169367",1,"201608"
"p169368",0,""
"p16937",0,""
"p169371",0,""
"p169375",1,"201608"
"p169380",0,""
"p169381",0,""
"p169382",0,""
"p169383",0,""
"p169384",0,""
"p169386",1,"201707"
"p169387",0,""
"p16939",1,"201608"
"p169390",0,""
"p169394",1,"201606"
"p169397",0,""
"p1694",0,""
"p16940",0,""
"p169400",0,""
"p169401",0,""
"p169409",0,""
"p16941",1,"201608"
"p169410",0,""
"p169412",0,""
"p169417",0,""
"p169420",0,""
"p169421",0,""
"p169426",0,""
"p169427",0,""
"p169428",0,""
"p16943",0,""
"p169430",0,""
"p169436",0,""
"p169439",0,""
"p169440",1,"201602"
"p169444",0,""
"p169446",0,""
"p169447",1,"201606"
"p169448",1,"201606"
"p169452",0,""
"p169453",1,"201707"
"p169454",0,""
"p169455",0,""
"p169458",0,""
"p169459",1,"201607"
"p16946",0,""
"p169460",0,""
"p169462",0,""
"p169463",0,""
"p169466",0,""
"p169467",0,""
"p169468",0,""
"p16947",1,"201606"
"p169472",0,""
"p169473",1,"201706"
"p169475",0,""
"p169480",0,""
"p169483",0,""
"p169485",0,""
"p169487",0,""
"p16949",0,""
"p169490",0,""
"p169492",0,""
"p169494",0,""
"p169497",0,""
"p169500",0,""
"p169504",1,"201611"
"p169505",0,""
"p169510",0,""
"p169511",0,""
"p169512",0,""
"p169515",0,""
"p169517",0,""
"p169522",0,""
"p169526",0,""
"p169527",0,""
"p169528",0,""
"p169530",0,""
"p169531",0,""
"p169532",0,""
"p169533",0,""
"p169534",0,""
"p169537",0,""
"p169538",0,""
"p169539",0,""
"p169541",0,""
"p169542",0,""
"p169543",0,""
"p169545",1,"201611"
"p169546",0,""
"p169548",0,""
"p169549",0,""
"p169550",0,""
"p169553",0,""
"p169554",0,""
"p169555",0,""
"p169557",0,""
"p169558",0,""
"p169562",0,""
"p169563",0,""
"p169570",0,""
"p169571",0,""
"p169572",0,""
"p169575",0,""
"p169576",0,""
"p169579",0,""
"p169581",0,""
"p169584",0,""
"p169585",0,""
"p169586",0,""
"p169587",0,""
"p169589",0,""
"p169590",0,""
"p169591",0,""
"p169593",0,""
"p169595",0,""
"p169598",0,""
"p169599",0,""
"p1696",0,""
"p169600",0,""
"p169601",0,""
"p169604",0,""
"p169606",0,""
"p169612",0,""
"p169613",0,""
"p169614",0,""
"p169616",0,""
"p169619",0,""
"p169620",0,""
"p169621",0,""
"p169622",0,""
"p16963",0,""
"p169634",0,""
"p169639",0,""
"p16964",0,""
"p169640",0,""
"p169641",0,""
"p169642",0,""
"p169644",0,""
"p169647",0,""
"p169648",0,""
"p169654",0,""
"p169655",0,""
"p169657",0,""
"p169662",0,""
"p169663",0,""
"p169664",0,""
"p169666",0,""
"p169667",0,""
"p169669",0,""
"p16967",1,"201609"
"p169671",0,""
"p169673",0,""
"p169674",0,""
"p169676",0,""
"p169677",0,""
"p169679",0,""
"p169680",1,"201509"
"p169684",0,""
"p169685",1,"201604"
"p169687",0,""
"p16969",0,""
"p169690",0,""
"p169692",0,""
"p169693",0,""
"p169694",0,""
"p169696",0,""
"p169698",0,""
"p169699",0,""
"p169700",0,""
"p169704",0,""
"p169705",0,""
"p169707",0,""
"p169709",0,""
"p16971",0,""
"p169711",0,""
"p169712",0,""
"p169713",1,"201707"
"p169714",0,""
"p169716",0,""
"p169717",0,""
"p169721",0,""
"p169722",0,""
"p169723",0,""
"p169724",0,""
"p169725",1,"201607"
"p169726",0,""
"p16973",0,""
"p169732",0,""
"p169733",0,""
"p169736",0,""
"p169737",0,""
"p16974",0,""
"p169740",0,""
"p169744",0,""
"p169747",1,"201510"
"p169758",0,""
"p169760",0,""
"p169761",0,""
"p169762",0,""
"p169764",0,""
"p169765",0,""
"p169766",0,""
"p169769",0,""
"p16977",0,""
"p169771",0,""
"p169777",0,""
"p16978",0,""
"p169785",0,""
"p169786",0,""
"p169787",0,""
"p16979",0,""
"p169791",0,""
"p169793",0,""
"p169797",0,""
"p169798",0,""
"p169799",0,""
"p1698",0,""
"p169802",0,""
"p169803",0,""
"p169804",0,""
"p169810",0,""
"p169812",0,""
"p169813",0,""
"p169814",0,""
"p169815",1,"201606"
"p169816",0,""
"p169818",0,""
"p169819",0,""
"p169820",0,""
"p169821",0,""
"p169823",1,"201707"
"p169824",0,""
"p169826",0,""
"p169828",1,"201608"
"p169830",0,""
"p169835",1,"201606"
"p169836",0,""
"p169838",1,"201608"
"p169839",0,""
"p169840",0,""
"p169841",0,""
"p169844",0,""
"p169847",0,""
"p169848",0,""
"p169853",0,""
"p169859",1,"201707"
"p169860",0,""
"p169862",1,"201606"
"p169864",0,""
"p169865",0,""
"p169866",0,""
"p169867",0,""
"p16987",0,""
"p169877",0,""
"p169879",0,""
"p169881",0,""
"p169883",0,""
"p169885",0,""
"p169887",0,""
"p169888",0,""
"p169889",1,"201606"
"p169895",1,"201606"
"p169899",0,""
"p169902",0,""
"p169904",0,""
"p169905",0,""
"p169906",0,""
"p169908",0,""
"p169910",0,""
"p169913",0,""
"p169914",0,""
"p169915",0,""
"p169917",0,""
"p169918",1,"201602"
"p169920",0,""
"p169923",1,"201509"
"p169925",0,""
"p169927",0,""
"p169928",0,""
"p169931",0,""
"p169933",0,""
"p169940",0,""
"p169944",0,""
"p169955",0,""
"p169957",0,""
"p169958",0,""
"p169962",1,"201706"
"p169963",1,"201601"
"p169965",0,""
"p169966",0,""
"p169969",0,""
"p16997",0,""
"p169971",0,""
"p169974",0,""
"p169975",0,""
"p169977",0,""
"p169978",0,""
"p169980",0,""
"p169981",0,""
"p169983",0,""
"p169984",0,""
"p169985",0,""
"p169986",0,""
"p169987",0,""
"p169988",0,""
"p169989",0,""
"p169990",0,""
"p169992",0,""
"p169997",0,""
"p17",0,""
"p1700",0,""
"p17000",0,""
"p170001",0,""
"p170002",0,""
"p170003",1,"201510"
"p170004",0,""
"p170009",1,"201707"
"p17001",0,""
"p170010",0,""
"p170011",0,""
"p170014",0,""
"p170015",0,""
"p170018",1,"201608"
"p170021",1,"201607"
"p170025",0,""
"p170026",0,""
"p170027",0,""
"p170028",0,""
"p170030",1,"201708"
"p170034",1,"201607"
"p170037",0,""
"p17004",0,""
"p170040",0,""
"p170042",1,"201604"
"p170045",0,""
"p170048",0,""
"p170051",0,""
"p170052",0,""
"p170053",0,""
"p170054",1,"201608"
"p170055",0,""
"p170056",0,""
"p170058",1,"201607"
"p170060",0,""
"p170062",0,""
"p170064",0,""
"p170068",0,""
"p170069",0,""
"p17007",0,""
"p170071",0,""
"p170073",0,""
"p170075",0,""
"p170076",0,""
"p170077",0,""
"p17008",0,""
"p170082",0,""
"p170089",0,""
"p17009",0,""
"p170091",0,""
"p170092",0,""
"p170093",0,""
"p170094",0,""
"p17010",0,""
"p170102",1,"201706"
"p170105",0,""
"p170106",0,""
"p170107",0,""
"p170108",1,"201606"
"p170109",0,""
"p170112",0,""
"p170113",0,""
"p170114",0,""
"p170116",0,""
"p170118",0,""
"p17012",0,""
"p170120",0,""
"p170122",0,""
"p170123",0,""
"p170124",0,""
"p170125",0,""
"p170126",0,""
"p170128",0,""
"p170129",0,""
"p170131",0,""
"p170132",0,""
"p170135",0,""
"p170136",0,""
"p170139",0,""
"p170140",0,""
"p170143",0,""
"p170144",0,""
"p170147",0,""
"p170149",0,""
"p170152",0,""
"p170160",0,""
"p170161",1,"201708"
"p170164",0,""
"p170165",0,""
"p170166",0,""
"p170167",0,""
"p170169",0,""
"p170171",0,""
"p170174",0,""
"p170175",0,""
"p17018",0,""
"p170180",0,""
"p170182",0,""
"p170183",0,""
"p170184",0,""
"p170185",0,""
"p170187",0,""
"p170189",1,"201607"
"p170190",1,"201609"
"p170191",0,""
"p170192",0,""
"p170195",0,""
"p1702",0,""
"p170202",0,""
"p170205",0,""
"p170206",0,""
"p170210",0,""
"p170212",0,""
"p170216",0,""
"p170217",0,""
"p170221",0,""
"p170222",0,""
"p170224",0,""
"p170225",0,""
"p170227",0,""
"p17023",1,"201608"
"p170230",0,""
"p170233",0,""
"p170234",0,""
"p170236",0,""
"p170238",1,"201608"
"p170239",1,"201607"
"p170240",0,""
"p170242",0,""
"p170245",0,""
"p170246",0,""
"p170247",0,""
"p170250",0,""
"p170253",0,""
"p170255",0,""
"p170257",0,""
"p170258",0,""
"p17026",0,""
"p170265",0,""
"p170274",0,""
"p170275",0,""
"p170276",0,""
"p170277",0,""
"p170281",0,""
"p170292",0,""
"p170293",0,""
"p170295",0,""
"p170298",0,""
"p17030",0,""
"p170300",0,""
"p170305",0,""
"p170306",1,"201510"
"p17031",0,""
"p170313",0,""
"p170323",0,""
"p170330",0,""
"p170333",0,""
"p170334",0,""
"p170336",1,"201703"
"p170340",0,""
"p170341",0,""
"p170343",0,""
"p170344",1,"201610"
"p170347",0,""
"p170348",0,""
"p170349",1,"201607"
"p170350",0,""
"p170354",0,""
"p170358",0,""
"p170359",0,""
"p170361",1,"201607"
"p170362",0,""
"p170363",0,""
"p170366",0,""
"p170367",0,""
"p170369",1,"201607"
"p170377",0,""
"p17038",0,""
"p170380",0,""
"p170382",1,"201602"
"p170386",0,""
"p170387",0,""
"p170389",0,""
"p170391",0,""
"p170393",0,""
"p1704",0,""
"p17040",0,""
"p170401",0,""
"p170404",0,""
"p170405",0,""
"p170406",0,""
"p170407",0,""
"p170408",0,""
"p170409",1,"201609"
"p17041",0,""
"p170411",0,""
"p170415",0,""
"p170417",0,""
"p170421",1,"201610"
"p170422",0,""
"p170425",0,""
"p170426",1,"201610"
"p170430",0,""
"p170432",0,""
"p170433",0,""
"p170436",0,""
"p170438",0,""
"p170439",0,""
"p17044",0,""
"p170440",0,""
"p170441",0,""
"p170443",0,""
"p170446",0,""
"p170448",1,"201607"
"p170449",0,""
"p170450",0,""
"p170451",0,""
"p170453",0,""
"p170455",1,"201607"
"p170456",0,""
"p170457",0,""
"p170458",0,""
"p170460",0,""
"p170461",0,""
"p170462",1,"201608"
"p170463",0,""
"p170466",0,""
"p170468",0,""
"p170469",0,""
"p170471",0,""
"p170476",0,""
"p170478",0,""
"p170479",0,""
"p17048",0,""
"p170480",0,""
"p170481",0,""
"p170482",0,""
"p170488",0,""
"p170490",0,""
"p170491",0,""
"p170496",0,""
"p170497",0,""
"p170498",0,""
"p170499",0,""
"p1705",0,""
"p17050",0,""
"p170500",0,""
"p170501",0,""
"p170502",0,""
"p170504",0,""
"p170506",0,""
"p170507",0,""
"p170510",0,""
"p170512",0,""
"p170514",0,""
"p170516",0,""
"p170517",1,"201512"
"p170518",0,""
"p17052",0,""
"p170520",0,""
"p170521",0,""
"p170522",1,"201603"
"p170524",0,""
"p170528",0,""
"p17053",0,""
"p170530",1,"201607"
"p170533",0,""
"p170534",0,""
"p170536",0,""
"p170541",0,""
"p170545",0,""
"p170546",0,""
"p170548",0,""
"p170550",0,""
"p170555",0,""
"p170557",0,""
"p17056",0,""
"p170560",0,""
"p170561",0,""
"p170566",0,""
"p170569",0,""
"p170571",0,""
"p170573",0,""
"p170575",0,""
"p170577",0,""
"p170578",0,""
"p170585",1,"201603"
"p170586",0,""
"p170587",0,""
"p170590",1,"201510"
"p170591",0,""
"p170592",0,""
"p170594",0,""
"p170595",0,""
"p170596",0,""
"p170597",0,""
"p170599",0,""
"p170606",0,""
"p170608",0,""
"p170611",0,""
"p170615",0,""
"p170616",0,""
"p170617",0,""
"p170618",0,""
"p170622",1,"201608"
"p170630",0,""
"p170634",0,""
"p170636",0,""
"p170638",1,"201707"
"p170639",0,""
"p17064",1,"201606"
"p170642",0,""
"p170644",1,"201605"
"p170645",0,""
"p170646",1,"201607"
"p170647",0,""
"p170649",0,""
"p170650",0,""
"p170652",0,""
"p170653",0,""
"p170654",1,"201512"
"p170656",0,""
"p17066",0,""
"p170665",0,""
"p170670",0,""
"p170671",0,""
"p170673",0,""
"p170674",0,""
"p170675",1,"201602"
"p170676",0,""
"p170677",0,""
"p170679",0,""
"p17068",0,""
"p170681",0,""
"p170683",0,""
"p170685",0,""
"p170687",0,""
"p170688",1,"201608"
"p170689",0,""
"p170690",0,""
"p170691",0,""
"p170692",0,""
"p170694",0,""
"p170697",0,""
"p170698",0,""
"p17070",0,""
"p170700",0,""
"p170702",0,""
"p170704",0,""
"p170705",0,""
"p170708",0,""
"p170711",0,""
"p170712",0,""
"p170713",0,""
"p170716",0,""
"p170721",0,""
"p170722",0,""
"p170724",0,""
"p170726",0,""
"p170727",0,""
"p170729",0,""
"p170732",0,""
"p170740",0,""
"p170745",0,""
"p170747",1,"201607"
"p170748",0,""
"p170750",0,""
"p170752",0,""
"p170753",0,""
"p170754",0,""
"p170757",0,""
"p170764",0,""
"p170765",0,""
"p170767",0,""
"p170768",0,""
"p170769",0,""
"p17077",0,""
"p170770",0,""
"p170772",0,""
"p170781",0,""
"p170784",1,"201707"
"p170788",0,""
"p170790",0,""
"p170792",0,""
"p170793",1,"201608"
"p170794",0,""
"p170795",0,""
"p170797",0,""
"p17080",0,""
"p170800",0,""
"p170801",0,""
"p170803",0,""
"p170804",0,""
"p170805",0,""
"p170806",0,""
"p170807",0,""
"p170810",0,""
"p170811",0,""
"p170812",0,""
"p170816",0,""
"p170817",1,"201606"
"p170819",0,""
"p17082",0,""
"p170820",0,""
"p170822",0,""
"p170827",0,""
"p170829",0,""
"p17083",0,""
"p170830",1,"201610"
"p170831",1,"201703"
"p170832",0,""
"p170833",0,""
"p17084",0,""
"p170840",0,""
"p170842",0,""
"p170844",0,""
"p170846",1,"201510"
"p170847",0,""
"p170848",0,""
"p17085",0,""
