"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"p201440","98946750","2014年10月","14075100"
"p105871","101030645","2015年04月","400"
"p30790","101001421","2015年04月","3600"
"p30444","101023265","2015年05月","9176100"
"p221779","100766396","2015年03月","7066600"
"p1061","100546362","2015年04月","250300"
"p211524","100188117","2014年12月","14000"
"p148166","100546855","2015年04月","21200"
"p79722","101676221","2015年01月","17000"
"p7732","101581095","2015年05月","3930400"
"p105871","101030482","2015年04月","400"
"p164427","99617316","2014年03月","4010700"
"p105871","101030660","2015年04月","400"
"p30790","101001413","2015年04月","4900"
"p105871","101030697","2015年04月","400"
"p105871","101030495","2015年04月","400"
"p105871","101030464","2015年04月","400"
"p188390","101896661","2015年05月","1"
"p79722","101677294","2015年01月","113700"
"p105871","101030468","2015年04月","400"
"p71701","101878805","2015年05月","0"
"p122490","102142701","2015年05月","24600"
"p5309","101577134","2015年05月","23700"
"p105871","101030507","2015年04月","400"
"p105871","101030669","2015年04月","400"
"p206457","101059630","2014年08月","58800"
"p105871","101030662","2015年04月","400"
"p105871","101030687","2015年04月","400"
"p105871","101030439","2015年04月","400"
"p5309","101019630","2015年05月","8800"
"p5309","101019632","2015年05月","23700"
"p105871","101030671","2015年04月","400"
"p30444","102336521","2015年03月","2197800"
"p30444","102336582","2015年03月","3320600"
"p159833","102537282","2015年02月","0"
"p79722","102425541","2015年04月","308000"
"p173986","101677831","2015年02月","1095900"
"p197758","101676773","2015年01月","10300"
"p4907","101574394","2015年05月","0"
"p61118","100994001","2015年04月","0"
"p206324","101032308","2015年05月","9900"
"p105871","101030693","2015年04月","400"
"p123925","101020627","2015年05月","28200"
"p105871","101030472","2015年04月","400"
"p105871","101030667","2015年04月","400"
"p105871","101906699","2015年04月","400"
"p131677","104931442","2015年07月","8400"
"p131677","104931432","2015年07月","5500"
"p131677","104931464","2015年07月","5600"
"p67573","105296691","2015年08月","69000"
"p131677","104931440","2015年07月","19300"
"p69656","101893015","2015年05月","29200"
"p8090","105118392","2015年03月","5500"
"p38029","101899766","2015年05月","60900"
"p131677","104931456","2015年07月","7000"
"p205432","104525758","2015年07月","18900"
"p74414","104532849","2015年07月","15500"
"p74414","104532867","2015年07月","2256600"
"p104594","104162910","2015年07月","2088000"
"p118376","104533728","2015年07月","10800"
"p185191","104163273","2015年07月","60900"
"p207638","105117413","2015年03月","20000"
"p5309","106597703","2015年05月","23700"
"p225828","105290044","2015年08月","3500"
"p131677","104931426","2015年07月","2200"
"p131677","104931460","2015年07月","5600"
"p5628","104807759","2015年07月","0"
"p69335","105695580","2015年03月","4600"
"p131677","104931468","2015年07月","5600"
"p214483","105447880","2015年04月","13100"
"p28018","105902436","2015年05月","125700"
"p221779","105691607","2015年03月","8396600"
"p34001","105424421","2015年04月","2769200"
"p211673","106624043","2014年08月","100900"
"p74414","104505827","2015年07月","18900"
"p118376","104533726","2015年07月","10400"
"p118376","104533704","2015年07月","10300"
"p118376","104533730","2015年07月","10400"
"p118376","104533734","2015年07月","10200"
"p118376","104533680","2015年07月","10300"
"p150733","106240351","2015年08月","0"
"p160637","106049981","2015年08月","97400"
"p201440","106245285","2015年08月","30000"
"p74414","106034479","2015年06月","127800"
"p816","106599194","2015年03月","8519500"
"p219050","106586924","2015年08月","43100"
"p80089","106316674","2015年08月","410000"
"p110948","106240783","2015年08月","31500"
"p201440","106031364","2015年06月","16700"
"p110948","107010744","2015年08月","20800"
"p110948","106240837","2015年08月","7300"
"p110948","106240793","2015年08月","16100"
"p110948","106240744","2015年08月","35900"
"p27004","105906114","2015年08月","25200"
"p23664","104540764","2015年07月","27300"
"p118376","104533702","2015年07月","10500"
"p118376","104533717","2015年07月","10300"
"p118376","104533696","2015年07月","10400"
"p110948","107008082","2015年07月","20600"
"p118814","106181020","2015年08月","7700"
"p54433","106998843","2015年05月","774000"
"p110948","106240831","2015年08月","14100"
"p201440","106736078","2015年08月","209200"
"p110948","107011152","2015年08月","1000"
"p175151","106045911","2015年06月","7100"
"p110948","107010752","2015年08月","7700"
"p70786","106742009","2015年08月","51900"
"p75195","106383388","2015年05月","23600"
"p118376","106036465","2015年06月","10300"
"p44365","105971993","2015年06月","0"
"p206324","106250760","2015年08月","2570100"
"p149530","106182512","2015年08月","3080300"
"p225828","105362836","2015年08月","3500"
"p191024","105363530","2015年08月","127800"
"p165065","105386100","2015年08月","92200"
"p48382","105383575","2015年08月","1191300"
"p186451","108240680","2015年06月","357800"
"p165504","107733506","2015年08月","103000"
"p155698","107556047","2015年08月","3369700"
"p34001","108232858","2015年04月","2769200"
"p201440","107732860","2015年08月","116400"
"p183500","106484765","2015年08月","6817500"
"p201440","106602863","2015年08月","190700"
"p28018","106991658","2015年05月","125700"
"p110948","107010738","2015年08月","20600"
"p27004","106995145","2015年08月","25200"
"p76686","107119748","2015年08月","145200"
"p38029","107742219","2015年05月","60900"
"p220962","106061816","2015年03月","30300"
"p66494","106290616","2015年08月","2800"
"p28018","106996146","2015年08月","20600"
"p155698","107556032","2015年08月","1688300"
"p194926","107118255","2015年07月","18200"
"p17456","107752788","2015年07月","1937600"
"p201440","105840806","2015年05月","526900"
"p110948","106240807","2015年08月","16300"
"p52704","106395419","2015年08月","0"
"p145322","106028824","2015年06月","38800"
"p105871","109140284","2015年04月","400"
"p105871","109159369","2015年04月","400"
"p58593","108815593","2015年07月","415600"
"p1527","106155245","2015年04月","23847300"
"p160416","106178820","2015年07月","600"
"p110948","106240801","2015年08月","7700"
"p105871","109140188","2015年04月","400"
"p111350","110127610","2015年06月","20600"
"p206324","110117297","2015年05月","9900"
"p105871","109173440","2015年04月","400"
"p1527","110097951","2015年05月","5127000"
"p105871","109173397","2015年04月","400"
"p165504","106736144","2015年08月","1350800"
"p90189","106177629","2015年07月","2600"
"p44365","105972006","2015年06月","0"
"p1527","106155254","2015年04月","2765400"
"p118376","109569126","2015年07月","10700"
"p118376","109569195","2015年07月","10400"
"p1527","110137657","2015年04月","6616600"
"p83342","110458174","2015年01月","488200"
"p118376","109569475","2015年07月","10700"
"p118376","109569445","2015年07月","10500"
"p118376","109569113","2015年07月","10400"
"p118376","109569136","2015年07月","10700"
"p118376","110478644","2015年06月","10300"
"p221779","111728133","2015年06月","49148400"
"p110948","110132055","2015年08月","17900"
"p118376","109569485","2015年07月","10700"
"p167155","112273900","2015年01月","416200"
"p157245","112434386","2015年03月","883200"
"p196352","113120577","2015年01月","32100"
"p206324","113210693","2015年01月","40000"
"p35721","113179802","2015年03月","17800"
"p134462","113260365","2014年09月","317400"
"p73740","113139964","2014年12月","23700"
"p133347","113182958","2015年03月","823200"
"p201440","113056396","2015年03月","422100"
"p132792","113230420","2014年08月","86400"
"p201440","113060437","2015年06月","1703000"
"p157245","112496750","2014年12月","685100"
"p105387","113186773","2015年06月","0"
"p201440","113063463","2015年08月","2981200"
"p8090","97368452","2015年01月","3400"
"p8090","102264975","2015年05月","10600"
"p8090","97368460","2015年01月","1100"
"p70877","113125909","2014年05月","5900"
"p144146","113260822","2014年09月","8900"
"p221779","113141957","2014年12月","54811800"
"p105871","108294748","2015年04月","400"
"p105871","108294755","2015年04月","400"
"p182217","102288754","2015年05月","0"
"p105871","108294802","2015年04月","400"
"p105871","108294593","2015年04月","400"
"p105871","108294591","2015年04月","400"
"p8090","97368467","2015年01月","1200"
"p105871","108294635","2015年04月","400"
"p105871","108294632","2015年04月","400"
"p35474","72359289","2013年04月","35000"
"p75195","102269935","2015年05月","11300"
"p8090","102265006","2015年05月","7200"
"p8090","102264998","2015年05月","1300"
"p8090","97368470","2015年01月","2200"
"p70786","92821901","2014年10月","111800"
"p8090","102265015","2015年05月","7200"
"p101672","103534478","2014年11月","107500"
"p36682","103120922","2014年04月","33600000"
"p144706","103880508","2015年05月","149200"
"p201440","113056443","2015年03月","27300"
"p201440","113057008","2015年03月","123700"
"p169101","113220010","2015年03月","48900"
"p201440","113062160","2015年07月","1362800"
"p201440","113061886","2015年07月","200000"
"p201440","113056724","2015年03月","1005700"
"p65132","113142360","2014年07月","9500"
"p194092","103803929","2015年06月","11452200"
"p192993","103171914","2015年05月","10400"
"p46297","101958737","2015年05月","233800"
"p8090","102265012","2015年05月","5900"
"p8090","102264979","2015年05月","2600"
"p1527","103066363","2014年07月","7030300"
"p1527","62250286","2013年05月","4363100"
"p31465","103128508","2015年06月","136900"
"p15826","62343961","2013年05月","106000"
"p144706","61652371","2013年05月","47700"
"p138344","103735411","2015年06月","1084600"
"p160616","103799259","2015年06月","22400"
"p205299","103885821","2015年02月","767600"
"p138344","103731801","2015年06月","424000"
"p16604","103724058","2015年01月","180100"
"p138344","103731807","2015年06月","1463400"
"p212959","103117235","2015年06月","5000"
"p15826","62038984","2013年06月","135000"
"p2661","102290320","2015年05月","62500"
"p67010","103031741","2014年02月","32000"
"p86662","61650533","2013年05月","4444600"
"p205930","103806277","2015年06月","0"
"p31465","102276232","2015年06月","408200"
"p1527","66010026","2013年08月","4263200"
"p61118","100994010","2015年04月","1"
"p148166","107739100","2015年04月","21200"
"p123925","100945400","2015年05月","11600"
"p209700","102232771","2015年02月","291700"
"p1527","100522353","2015年04月","615700"
"p48888","100525536","2015年04月","32700"
"p48888","100525539","2015年04月","30100"
"p48888","100525541","2015年04月","25200"
"p50297","100535310","2015年04月","22100"
"p208298","100555731","2015年04月","0"
"p83357","101027390","2015年05月","15400"
"p160578","102285971","2015年05月","7000"
"p84703","96235580","2015年01月","422900"
"p160184","84977133","2014年08月","8400"
"p31465","102276223","2015年06月","278700"
"p150356","104527125","2015年07月","480200"
"p211673","43885951","2012年11月","8900"
"p200836","105793648","2015年07月","25158400"
"p160616","98409081","2015年01月","11900"
"p169584","100473871","2013年03月","240000"
"p118376","104533688","2015年07月","8600"
"p184262","95968304","2014年06月","50000"
"p2661","101585747","2015年05月","146100"
"p194926","95413111","2015年01月","4500"
"p196843","104502240","2015年07月","5000"
"p30790","101001416","2015年04月","8600"
"p201440","99271444","2014年10月","235500"
"p74414","104532845","2015年07月","14600"
"p31774","104496612","2015年07月","20200"
"p5516","113177745","2015年07月","41365300"
"p118376","109569106","2015年07月","10400"
"p170494","92878041","2014年07月","988400"
"p45671","86550491","2014年04月","99800"
"p29077","101577625","2015年05月","15000"
"p160616","98408940","2015年01月","11400"
"p149530","98561409","2015年03月","39900"
"p59966","94737090","2013年03月","8000"
"p61118","100993998","2015年04月","1"
"p1527","82358232","2014年07月","8687200"
"p160616","98409106","2015年01月","12900"
"p149530","90461111","2012年11月","19200"
"p167600","104932083","2015年07月","750000"
"p188390","101578156","2015年05月","1"
"p200836","108815183","2015年07月","25158400"
"p101315","87371479","2014年09月","0"
"p133850","86565194","2014年05月","219500"
"p75125","69351865","2013年11月","3500"
"p197830","101691545","2015年03月","739900"
"p118376","109569119","2015年07月","10500"
"p79722","101676694","2015年01月","116400"
"p65512","106604900","2015年06月","0"
"p110948","107019110","2015年08月","3200"
"p217762","85149721","2014年04月","46900"
"p194213","77777065","2014年03月","18300"
"p115253","71068001","2013年12月","55100"
"p40874","85083186","2014年08月","262900"
"p209258","72472564","2013年02月","6600"
"p201440","96838954","2015年02月","386800"
"p37235","99758897","2015年03月","145400"
"p30790","94553641","2014年10月","2500"
"p848","101214375","2015年05月","5600800"
"p105871","101030658","2015年04月","400"
"p118376","109569209","2015年07月","10200"
"p201440","96832058","2015年02月","478400"
"p197830","101850819","2015年01月","2253100"
"p164164","100488638","2013年06月","4000"
"p131677","104931434","2015年07月","2800"
"p8090","102265022","2015年05月","6600"
"p67573","98203680","2014年10月","22700"
"p61118","110122978","2015年04月","1"
"p118376","109569153","2015年07月","10300"
"p201440","105441609","2015年04月","129600"
"p110948","110132060","2015年08月","14100"
"p19669","104522858","2015年07月","1511800"
"p149530","95171693","2015年01月","62800"
"p114188","98818285","2014年12月","34500"
"p8090","95885887","2015年01月","1700"
"p165699","101903428","2015年05月","604700"
"p30444","105845865","2015年05月","9176100"
"p131677","104931472","2015年07月","5600"
"p118376","104533691","2015年07月","10400"
"p54680","72002744","2013年08月","38900"
"p1527","78294757","2014年04月","4627200"
"p151445","77721623","2013年04月","24300"
"p1527","86726560","2014年09月","3890300"
"p208631","106040754","2015年06月","60000"
"p54680","100889137","2015年03月","121900"
"p131677","104931470","2015年07月","5600"
"p121898","101577306","2015年05月","10205400"
"p225828","87532245","2014年06月","2800"
"p191558","104854931","2015年06月","14100"
"p206324","106592551","2015年08月","9200"
"p79722","101676218","2015年01月","13900"
"p105871","101030504","2015年04月","400"
"p178292","94693161","2014年09月","65500"
"p155698","43267114","2012年11月","66600"
"p58593","85155248","2014年04月","8300"
"p31302","92096014","2014年11月","1400"
"p201440","99271476","2014年10月","584900"
"p28018","101823069","2015年05月","125700"
"p106930","98330092","2015年02月","3300"
"p131677","104931421","2015年07月","800"
"p214483","101024174","2015年04月","13100"
"p160184","94630228","2014年12月","8400"
"p118376","104533684","2015年07月","10800"
"p157282","92089716","2014年09月","108600"
"p192724","75387672","2014年01月","266000"
"p59966","69288994","2013年01月","314600"
"p45671","78250914","2014年04月","99800"
"p151445","77721625","2013年04月","23700"
"p104488","100462641","2012年12月","34100"
"p118376","109569463","2015年07月","10300"
"p189856","106484482","2015年08月","2900"
"p110948","106240781","2015年08月","30900"
"p52750","106034326","2015年06月","5600"
"p138961","101574067","2015年05月","74300"
"p99881","77234284","2013年12月","800"
"p201440","78119130","2014年01月","73300"
"p137539","81233554","2014年04月","154700"
"p67573","43511284","2012年11月","106200"
"p150018","104502008","2015年07月","0"
"p15995","93573937","2014年07月","740800"
"p134623","99504635","2014年12月","1700"
"p160616","98409079","2015年01月","13100"
"p160616","98409108","2015年01月","12200"
"p211524","91799770","2014年11月","14000"
"p110948","105699112","2015年08月","7000"
"p105871","101030677","2015年04月","400"
"p6699","88838003","2014年05月","16053600"
"p30193","107728692","2014年07月","387300"
"p40820","119736933","2014年12月","68100"
"p149530","90461648","2012年11月","19200"
"p47543","87616048","2014年06月","7800"
"p111350","102314033","2015年05月","973800"
"p102809","76940767","2014年02月","6100"
"p104594","69167208","2013年11月","36800"
"p54680","72001947","2013年12月","33000"
"p45651","103809421","2015年06月","124400"
"p157282","84949430","2014年08月","101900"
"p126603","75395541","2014年01月","68800"
"p8090","95885921","2015年01月","4500"
"p88523","106789792","2015年08月","268400"
"p117537","110131949","2015年07月","111500"
"p142956","87641067","2014年09月","1130000"
"p8090","95886129","2015年01月","1700"
"p134309","89992638","2014年10月","56475200"
"p160616","98408931","2015年01月","13100"
"p71715","96235675","2015年01月","45200"
"p167828","105420462","2015年04月","100000"
"p214483","101024176","2015年04月","22600"
"p209700","106588259","2015年08月","0"
"p157282","113260438","2014年09月","2591900"
"p67010","86526952","2014年07月","1800"
"p75125","69351867","2013年11月","4000"
"p197307","78233786","2014年04月","80900"
"p1527","84976682","2014年07月","33217700"
"p36828","104801682","2015年07月","4400000"
"p70786","110483591","2015年08月","51900"
"p105871","109159259","2015年04月","400"
"p199787","85149143","2014年03月","60000"
"p105871","101030466","2015年04月","400"
"p131677","104931449","2015年07月","900"
"p125609","101570747","2015年05月","56100"
"p69656","101893010","2015年05月","4800"
"p105871","109159429","2015年04月","400"
"p105871","109140278","2015年04月","400"
"p201440","98946757","2014年10月","3458300"
"p178292","94691997","2014年09月","6800"
"p221779","88139805","2014年09月","80055500"
"p221779","113191915","2015年01月","11931000"
"p155019","81273960","2014年03月","5000"
"p154108","86515527","2014年06月","45100"
"p125828","87786392","2014年09月","55900"
"p129728","87621569","2014年01月","47900"
"p76686","97905935","2015年02月","40600"
"p201440","99581937","2015年03月","123700"
"p59966","94306632","2014年08月","10978200"
"p160616","98409099","2015年01月","11400"
"p61118","87783951","2014年06月","1278000"
"p95842","85038445","2014年05月","32600"
"p136176","74643569","2012年09月","186200"
"p105871","101030493","2015年04月","400"
"p29613","108832014","2015年07月","29900"
"p79722","113164075","2015年03月","216300"
"p136235","105032956","2015年07月","210300"
"p5309","61702605","2013年05月","4000"
"p37483","72195060","2013年12月","2100"
"p35721","67443533","2013年09月","12000"
"p189833","106728311","2015年08月","85300"
"p189685","106241476","2015年08月","10000"
"p38227","110485029","2015年08月","91000"
"p84703","84023127","2014年07月","149900"
"p105871","109159358","2015年04月","400"
"p131677","104931453","2015年07月","4400"
"p110948","106240823","2015年08月","15900"
"p110948","106240821","2015年08月","16300"
"p110948","106240805","2015年08月","45300"
"p110948","106240829","2015年08月","15300"
"p110948","106240833","2015年08月","21000"
"p170745","102288760","2015年05月","0"
"p12087","105175191","2015年02月","0"
"p160616","98416009","2015年01月","13400"
"p169786","43196877","2012年10月","20000"
"p78280","87787048","2014年08月","15300"
"p105871","101030643","2015年04月","400"
"p223078","96050176","2015年01月","50700"
"p8090","95885892","2015年01月","8000"
"p201440","99271370","2014年09月","2372500"
"p71715","96228674","2015年01月","53000"
"p59966","72223952","2012年10月","39800"
"p104594","73640715","2014年01月","109700"
"p209308","69389025","2013年06月","1217300"
"p123925","100945979","2015年05月","12500"
"p201440","99272612","2014年12月","564900"
"p160184","84977169","2014年08月","6400"
"p201440","105364293","2015年08月","190700"
"p131677","104931444","2015年07月","15800"
"p1527","99731630","2015年03月","39000"
"p205856","66106522","2013年08月","43600"
"p71715","96192467","2015年01月","31700"
"p150733","89624200","2014年11月","340100"
"p8090","102264985","2015年05月","6800"
"p201440","99272006","2014年11月","3544300"
"p96777","99926351","2015年02月","20000"
"p105871","101030653","2015年04月","400"
"p198305","67439918","2013年04月","5000"
"p130236","61481428","2013年03月","11000"
"p16609","87388899","2014年08月","77200"
"p163064","86547839","2014年06月","44400"
"p30790","84129255","2014年01月","5200"
"p169584","42171434","2012年09月","10300"
"p201440","113062109","2015年07月","3678900"
"p8090","102265000","2015年05月","9400"
"p118376","109569178","2015年07月","10400"
"p20362","75662484","2014年03月","324500"
"p37235","95375799","2015年01月","500000"
"p195428","98328679","2015年01月","5500"
"p210594","96606744","2014年12月","53500"
"p164164","100488629","2013年06月","4000"
"p38227","106742468","2015年08月","91000"
"p112322","105441356","2015年04月","165300"
"p111350","106481472","2015年07月","16300"
"p205432","81094389","2014年06月","53900"
"p74836","99516645","2015年03月","790300"
"p160184","94630274","2014年12月","6400"
"p37235","99758698","2015年03月","3969300"
"p31557","91171327","2014年11月","5727400"
"p110948","107010798","2015年08月","7300"
"p142352","72186171","2013年07月","1485200"
"p110948","107010758","2015年08月","16300"
"p110948","107010775","2015年08月","22900"
"p8090","97368464","2015年01月","5000"
"p105871","109159397","2015年04月","400"
"p28740","77916336","2014年01月","5000"
"p43975","64711386","2013年08月","286300"
"p165184","62604159","2013年07月","37500"
"p110948","106049803","2015年08月","1000"
"p30790","105997103","2015年06月","9000"
"p131677","104931419","2015年07月","8300"
"p65657","106606626","2015年06月","84900"
"p1527","107694204","2015年04月","6701500"
"p110948","107010791","2015年08月","14100"
"p70358","95910023","2014年12月","40400"
"p148954","105117506","2015年03月","31000"
"p90189","106169361","2015年06月","2900"
"p71715","96230670","2015年01月","41600"
"p201753","87347003","2014年09月","50"
"p25367","87787199","2014年08月","78900"
"p208631","108375973","2015年06月","60000"
"p105871","109140197","2015年04月","400"
"p201440","99271932","2014年11月","95100"
"p23850","60416890","2012年12月","43500"
"p67010","87671887","2014年09月","1"
"p134616","84411282","2014年08月","165400"
"p201440","85037003","2014年08月","39935600"
"p183760","93358264","2014年01月","154900"
"p196352","96435250","2015年01月","32300"
"p122405","106028383","2015年06月","73200"
"p1527","80495356","2014年05月","3421900"
"p88523","74108195","2014年01月","778700"
"p225389","73148219","2012年12月","15000"
"p42983","67503927","2013年09月","500"
"p66126","105118477","2015年03月","1"
"p25186","85167875","2014年05月","120000"
"p159395","60882056","2012年12月","100000"
"p183381","94252810","2014年09月","2800"
"p166636","94647646","2013年12月","7200"
"p74414","105210411","2015年07月","162800"
"p131677","104931447","2015年07月","14900"
"p111350","110096123","2015年04月","973800"
"p8090","102264991","2015年05月","10000"
"p8090","102264983","2015年05月","6500"
"p14800","113163272","2015年02月","9800"
"p90189","106177633","2015年07月","8800"
"p112322","100542573","2015年04月","165300"
"p1527","109136679","2015年07月","2088200"
"p118376","104533732","2015年07月","10300"
"p131456","106170459","2015年06月","73300"
"p67573","110134119","2015年08月","69000"
"p50100","84099509","2014年06月","261400"
"p175300","98822998","2014年11月","100"
"p201440","99271350","2014年09月","1858200"
"p59966","85239309","2014年08月","10978200"
"p75094","94108565","2012年09月","21500"
"p82443","106414537","2015年06月","0"
"p1527","107687158","2013年12月","3349900"
"p781","103108964","2015年06月","10100"
"p88523","74108164","2014年01月","106600"
"p174044","119735928","2015年01月","46600"
"p104594","69164303","2013年11月","54200"
"p193503","85252161","2014年06月","27176800"
"p149530","68078100","2013年08月","438500"
"p67573","98203766","2014年10月","13100"
"p8090","95886015","2015年01月","9200"
"p178292","94692740","2014年09月","21400"
"p53565","99513963","2015年01月","49900"
"p110948","107010795","2015年08月","6900"
"p18835","104121376","2015年07月","2251200"
"p1527","104536735","2015年07月","2088200"
"p170404","100551957","2015年04月","0"
"p173458","94378826","2012年09月","2027800"
"p104549","79852986","2014年04月","119200"
"p164652","78044632","2013年09月","212900"
"p160616","98409103","2015年01月","10900"
"p85698","105031398","2015年07月","1460900"
"p43844","100369568","2015年04月","62100"
"p59966","94736581","2013年03月","5900"
"p175147","113260660","2014年09月","900300"
"p64249","81952228","2014年06月","318200"
"p74414","88983174","2014年11月","96700"
"p93760","97956856","2015年02月","74900"
"p163064","72262615","2013年03月","13300"
"p165504","101579844","2015年05月","507800"
"p110948","106240795","2015年08月","20800"
"p165504","106245201","2015年08月","528600"
"p145667","104857513","2015年07月","125500"
"p72836","69287840","2013年05月","11400"
"p201440","99271473","2014年10月","1861700"
"p105871","101030641","2015年04月","400"
"p219930","72191579","2012年12月","1689800"
"p201440","95016764","2015年01月","676400"
"p196352","106879702","2015年08月","20000"
"p104594","69604186","2013年10月","48100"
"p37626","102610542","2015年03月","0"
"p110948","107010782","2015年08月","19500"
"p201440","99206606","2015年03月","1005700"
"p78106","87782183","2014年04月","5000"
"p195857","76221186","2014年03月","18300"
"p131677","104931424","2015年07月","5000"
"p155698","107556036","2015年08月","4455500"
"p24460","75773371","2014年03月","14600"
"p59966","94691827","2013年01月","314600"
"p4907","88768092","2014年09月","256900"
"p174951","107710186","2015年05月","3200"
"p61118","81380971","2013年10月","1"
"p71715","96189779","2015年01月","35000"
"p134623","99504592","2014年12月","2100"
"p105871","101030462","2015年04月","400"
"p131677","104931438","2015年07月","10400"
"p158839","13876194","2014年12月","30000"
"p1527","69248039","2013年09月","569800"
"p201440","95015761","2015年01月","186600"
"p1527","90178490","2014年10月","9661500"
"p149530","90461408","2012年11月","19200"
"p45237","86565321","2014年07月","0"
"p134616","73241562","2012年12月","149900"
"p90189","69127663","2013年07月","5200"
"p118376","109569433","2015年07月","10400"
"p5309","101577133","2015年05月","8800"
"p201440","101580231","2015年05月","1580700"
"p29850","85145773","2014年02月","300"
"p199787","77960289","2014年03月","60000"
"p173039","68194041","2013年10月","32200"
"p159833","113214505","2015年05月","0"
"p105871","109159413","2015年04月","400"
"p160556","113177278","2015年03月","6100"
"p41318","113184157","2015年04月","13200"
"p150356","108240513","2015年06月","500000"
"p110948","107010727","2015年08月","31500"
"p1527","78294241","2014年04月","7515200"
"p201440","99271462","2014年10月","318100"
"p71715","96195009","2015年01月","56600"
"p78526","92113115","2013年06月","1302600"
"p160616","98409086","2015年01月","13700"
"p73152","72219970","2013年11月","161700"
"p211673","85257037","2014年08月","100900"
"p131677","104931475","2015年07月","5600"
"p1527","71851936","2013年12月","774600"
"p194926","109148871","2015年07月","18200"
"p206324","110135473","2015年08月","2570100"
"p171585","65597890","2013年09月","5326700"
"p131677","104931428","2015年07月","6000"
"p84703","96235818","2015年01月","33000"
"p219300","80448270","2014年06月","70400"
"p31465","72223998","2012年10月","247600"
"p2431","72178312","2013年01月","4200"
"p23664","109197341","2015年07月","27300"
"p54680","95396054","2015年01月","29000"
"p201440","99271918","2014年11月","115700"
"p30790","101001419","2015年04月","6800"
"p159395","88497117","2012年12月","278000"
"p46297","87776208","2014年05月","6647700"
"p170173","75037067","2014年01月","0"
"p201440","106736646","2015年08月","9889400"
"p201440","113061411","2015年06月","262400"
"p131330","74450844","2014年01月","20000"
"p79065","113106754","2015年08月","15747800"
"p118376","103907754","2015年07月","10300"
"p118376","109569170","2015年07月","10200"
"p118376","104533685","2015年07月","10300"
"p105871","101030701","2015年04月","400"
"p160616","98416007","2015年01月","10900"
"p211673","42354188","2012年09月","8900"
"p35474","61587749","2013年01月","170900"
"p128704","76315685","2014年03月","76600"
"p56112","74993663","2014年01月","0"
"p71715","96193457","2015年01月","14100"
"p32724","113256722","2014年06月","4435600"
"p8090","102265002","2015年05月","5700"
"p126272","94651882","2014年10月","7989100"
"p71715","96257369","2015年01月","13400"
"p201440","113061076","2015年06月","6866800"
"p32724","87650825","2014年01月","1079900"
"p71715","96177821","2015年01月","12800"
"p59966","69286953","2013年03月","6900"
"p167828","72210965","2013年07月","0"
"p29613","98551810","2014年12月","23300"
"p19996","69270711","2012年12月","1"
"p104594","69604188","2013年10月","33900"
"p59966","69286958","2013年03月","8000"
"p104594","69604234","2013年11月","38800"
"p1527","83239026","2014年07月","2368600"
"p173986","78087867","2014年04月","700"
"p131677","104931417","2015年07月","5600"
"p1527","105977223","2015年06月","9500"
"p201440","105364277","2015年08月","2981200"
"p206324","104532376","2015年07月","931800"
"p59966","72184617","2013年05月","5063200"
"p105871","108294772","2015年04月","400"
"p105871","108294789","2015年04月","400"
"p79722","101838500","2015年04月","308000"
"p105871","101030655","2015年04月","400"
"p105871","101030450","2015年04月","400"
"p201440","101580429","2015年05月","526900"
"p209732","94267860","2014年12月","80000"
"p71715","96194176","2015年01月","26800"
"p178292","94738175","2014年09月","43800"
"p8090","95886047","2015年01月","6500"
"p72836","69287815","2013年05月","5300"
"p126272","106033398","2015年06月","7590000"
"p1527","76306801","2013年12月","3349900"
"p31465","72177498","2012年12月","11900"
"p201440","97314417","2015年02月","1270600"
"p160616","98416012","2015年01月","11400"
"p91956","98023788","2014年09月","2900"
"p1527","87846151","2014年10月","0"
"p44098","95086957","2014年12月","1501000"
"p8090","95886002","2015年01月","6100"
"p160616","103799258","2015年06月","22400"
"p31465","103128504","2015年06月","347200"
"p192530","77721032","2013年01月","6500"
"p36828","109554551","2015年07月","4400000"
"p36828","109554580","2015年07月","4400000"
"p222123","97697393","2015年01月","800"
"p1061","106603594","2015年04月","250300"
"p8090","95886053","2015年01月","6000"
"p201440","99379545","2015年03月","14704700"
"p201440","99271930","2014年11月","3090200"
"p174951","101823284","2015年05月","3200"
"p196843","104502245","2015年07月","5000"
"p105871","101030665","2015年04月","400"
"p118376","104533693","2015年07月","10300"
"p29613","105791570","2015年07月","29900"
"p110948","106240825","2015年08月","19500"
"p150356","106026727","2015年06月","500000"
"p214483","101024172","2015年04月","14800"
"p118376","109569451","2015年07月","10300"
"p8090","97368442","2015年01月","1500"
"p72836","69287830","2013年05月","1400"
"p33547","100534257","2015年04月","103700"
"p220362","74788603","2014年02月","45100"
"p65728","86777128","2014年09月","5284700"
"p90149","72183872","2013年05月","6866500"
"p72836","69287826","2013年05月","2800"
"p204672","113229622","2014年08月","11500"
"p59180","95804007","2013年08月","30000"
"p201440","113061390","2015年06月","359000"
"p179592","42939318","2012年10月","35500"
"p82405","72542461","2013年06月","47100"
"p118376","104533710","2015年07月","10700"
"p72836","69287821","2013年05月","12000"
"p160616","98408861","2015年01月","13100"
"p160616","98408853","2015年01月","12200"
"p104594","69604222","2013年11月","57300"
"p77310","88771654","2014年09月","728500"
"p201440","95005768","2015年01月","577300"
"p32724","72153118","2013年12月","230000"
"p117405","85013462","2014年07月","3000"
